"site","site2","Date_time","degf_avg","degf_lo","degf_hi","rh_avg","degc_avg","Yr","Mnth","Julian","Hr"
"Perez","E",2019-06-04 16:00:00,88.7,86.2,90.5,59.84,31.5,2019,"Jun",155,16
"Perez","E",2019-06-04 17:00:00,84,82.4,85.6,69.78,28.8888888888889,2019,"Jun",155,17
"Perez","E",2019-06-04 18:00:00,80.67,79,82.2,74.41,27.0388888888889,2019,"Jun",155,18
"Perez","E",2019-06-04 19:00:00,77.52,76.3,78.6,78.51,25.2888888888889,2019,"Jun",155,19
"Perez","E",2019-06-04 20:00:00,74.84,73.6,76.3,78.06,23.8,2019,"Jun",155,20
"Perez","E",2019-06-04 21:00:00,72.88,72.5,73.4,77.65,22.7111111111111,2019,"Jun",155,21
"Perez","E",2019-06-04 22:00:00,72.58,72.1,73,73.03,22.5444444444444,2019,"Jun",155,22
"Perez","E",2019-06-04 23:00:00,72.6,71.8,73.8,66.74,22.5555555555556,2019,"Jun",155,23
"Perez","E",2019-06-05 00:00:00,73.73,72.1,74.7,60.63,23.1833333333333,2019,"Jun",156,0
"Perez","E",2019-06-05 01:00:00,73.12,71.6,74.3,63.34,22.8444444444444,2019,"Jun",156,1
"Perez","E",2019-06-05 02:00:00,67.7,66.2,70.3,84.75,19.8333333333333,2019,"Jun",156,2
"Perez","E",2019-06-05 03:00:00,66,65.8,66.2,86.29,18.8888888888889,2019,"Jun",156,3
"Perez","E",2019-06-05 04:00:00,65.66,65.1,66,82.2,18.7,2019,"Jun",156,4
"Perez","E",2019-06-05 05:00:00,64.23,63.9,64.9,89.07,17.9055555555556,2019,"Jun",156,5
"Perez","E",2019-06-05 06:00:00,66.65,64.6,69.3,93.03,19.25,2019,"Jun",156,6
"Perez","E",2019-06-05 07:00:00,74.02,70,78.4,86.67,23.3444444444444,2019,"Jun",156,7
"Perez","E",2019-06-05 08:00:00,80.11,78.3,83.7,75.99,26.7277777777778,2019,"Jun",156,8
"Perez","E",2019-06-05 09:00:00,87.88,85.3,88.9,58.65,31.0444444444444,2019,"Jun",156,9
"Perez","E",2019-06-05 10:00:00,89.74,88.3,90.9,55.58,32.0777777777778,2019,"Jun",156,10
"Perez","E",2019-06-05 11:00:00,92.41,91.4,93.2,54.66,33.5611111111111,2019,"Jun",156,11
"Perez","E",2019-06-05 12:00:00,93.71,92.8,94.5,52.67,34.2833333333333,2019,"Jun",156,12
"Perez","E",2019-06-05 13:00:00,94.96,93.9,96.1,53.04,34.9777777777778,2019,"Jun",156,13
"Perez","E",2019-06-05 14:00:00,93.79,93,94.5,55.85,34.3277777777778,2019,"Jun",156,14
"Perez","E",2019-06-05 15:00:00,91.94,90.7,92.8,57.91,33.3,2019,"Jun",156,15
"Perez","E",2019-06-05 16:00:00,89.49,87.4,90.7,63.37,31.9388888888889,2019,"Jun",156,16
"Perez","E",2019-06-05 17:00:00,84.35,82.4,86.7,68.78,29.0833333333333,2019,"Jun",156,17
"Perez","E",2019-06-05 18:00:00,80.92,79,82.4,69.41,27.1777777777778,2019,"Jun",156,18
"Perez","E",2019-06-05 19:00:00,76.6,74.7,78.6,65.37,24.7777777777778,2019,"Jun",156,19
"Perez","E",2019-06-05 20:00:00,73.67,72.9,74.5,64.2,23.15,2019,"Jun",156,20
"Perez","E",2019-06-05 21:00:00,72.47,70.3,75.7,65.03,22.4833333333333,2019,"Jun",156,21
"Perez","E",2019-06-05 22:00:00,70.98,70,73,62.55,21.6555555555556,2019,"Jun",156,22
"Perez","E",2019-06-05 23:00:00,73.13,70,74.8,53.61,22.85,2019,"Jun",156,23
"Perez","E",2019-06-06 00:00:00,67.74,66.6,69.3,74.05,19.8555555555556,2019,"Jun",157,0
"Perez","E",2019-06-06 01:00:00,65.96,64.2,67.1,71.91,18.8666666666667,2019,"Jun",157,1
"Perez","E",2019-06-06 02:00:00,63.78,63,64.2,84.52,17.6555555555556,2019,"Jun",157,2
"Perez","E",2019-06-06 03:00:00,62.25,61.7,62.8,89.39,16.8055555555556,2019,"Jun",157,3
"Perez","E",2019-06-06 04:00:00,60.65,59.4,61.7,83.23,15.9166666666667,2019,"Jun",157,4
"Perez","E",2019-06-06 05:00:00,59.28,58.8,59.7,86.25,15.1555555555556,2019,"Jun",157,5
"Perez","E",2019-06-06 06:00:00,60.76,59.4,63.1,89.33,15.9777777777778,2019,"Jun",157,6
"Perez","E",2019-06-06 07:00:00,68.2,63.9,72,82.16,20.1111111111111,2019,"Jun",157,7
"Perez","E",2019-06-06 08:00:00,74.68,72.3,76.1,62.85,23.7111111111111,2019,"Jun",157,8
"Perez","E",2019-06-06 09:00:00,81.08,77.9,83.8,53.79,27.2666666666667,2019,"Jun",157,9
"Perez","E",2019-06-06 10:00:00,84.4,84,84.9,49.99,29.1111111111111,2019,"Jun",157,10
"Perez","E",2019-06-06 11:00:00,85.33,84.2,86.4,47.13,29.6277777777778,2019,"Jun",157,11
"Perez","E",2019-06-06 12:00:00,86.56,85.8,87.6,46.22,30.3111111111111,2019,"Jun",157,12
"Perez","E",2019-06-06 13:00:00,86.07,85.1,86.9,45.15,30.0388888888889,2019,"Jun",157,13
"Perez","E",2019-06-06 14:00:00,84.84,84.2,85.6,45.13,29.3555555555556,2019,"Jun",157,14
"Perez","E",2019-06-06 15:00:00,85.05,84,86,44.33,29.4722222222222,2019,"Jun",157,15
"Perez","E",2019-06-06 16:00:00,83.29,80.4,85.3,44.43,28.4944444444444,2019,"Jun",157,16
"Perez","E",2019-06-06 17:00:00,78.89,77.7,80.1,50.44,26.05,2019,"Jun",157,17
"Perez","E",2019-06-06 18:00:00,76.78,74.8,77.9,49.84,24.8777777777778,2019,"Jun",157,18
"Perez","E",2019-06-06 19:00:00,72.16,69.4,74.3,55.05,22.3111111111111,2019,"Jun",157,19
"Perez","E",2019-06-06 20:00:00,67.83,66.7,68.9,58.89,19.9055555555556,2019,"Jun",157,20
"Perez","E",2019-06-06 21:00:00,66,64.8,67.8,56.67,18.8888888888889,2019,"Jun",157,21
"Perez","E",2019-06-06 22:00:00,62.71,61.3,64.4,61.75,17.0611111111111,2019,"Jun",157,22
"Perez","E",2019-06-06 23:00:00,59.73,58.3,61,67.51,15.4055555555556,2019,"Jun",157,23
"Perez","E",2019-06-07 00:00:00,57.1,55.8,58.1,76.09,13.9444444444444,2019,"Jun",158,0
"Perez","E",2019-06-07 01:00:00,55.27,54.7,55.8,79.11,12.9277777777778,2019,"Jun",158,1
"Perez","E",2019-06-07 02:00:00,53.57,52.7,54.5,73.57,11.9833333333333,2019,"Jun",158,2
"Perez","E",2019-06-07 03:00:00,51.64,51.3,52.2,89.55,10.9111111111111,2019,"Jun",158,3
"Perez","E",2019-06-07 04:00:00,50.54,49.8,51.1,81.03,10.3,2019,"Jun",158,4
"Perez","E",2019-06-07 05:00:00,49.17,48.7,49.8,89.49,9.53888888888889,2019,"Jun",158,5
"Perez","E",2019-06-07 06:00:00,51.91,49.3,54.9,86.7,11.0611111111111,2019,"Jun",158,6
"Perez","E",2019-06-07 07:00:00,58.86,55.8,60.6,69.78,14.9222222222222,2019,"Jun",158,7
"Perez","E",2019-06-07 08:00:00,65.31,61.5,67.1,58.5,18.5055555555556,2019,"Jun",158,8
"Perez","E",2019-06-07 09:00:00,67.03,66.4,67.8,53.34,19.4611111111111,2019,"Jun",158,9
"Perez","E",2019-06-07 10:00:00,70.63,66.7,72.9,46.95,21.4611111111111,2019,"Jun",158,10
"Perez","E",2019-06-07 11:00:00,73.83,71.2,75.2,41.91,23.2388888888889,2019,"Jun",158,11
"Perez","E",2019-06-07 12:00:00,76.39,74.8,77.5,41.19,24.6611111111111,2019,"Jun",158,12
"Perez","E",2019-06-07 13:00:00,77.67,77.2,78.3,40.3,25.3722222222222,2019,"Jun",158,13
"Perez","E",2019-06-07 14:00:00,77.12,76.5,78.3,39.76,25.0666666666667,2019,"Jun",158,14
"Perez","E",2019-06-07 15:00:00,76.54,76.1,77,39.01,24.7444444444444,2019,"Jun",158,15
"Perez","E",2019-06-07 16:00:00,75.31,73.9,76.1,37.54,24.0611111111111,2019,"Jun",158,16
"Perez","E",2019-06-07 17:00:00,72.78,72,73.6,39.37,22.6555555555556,2019,"Jun",158,17
"Perez","E",2019-06-07 18:00:00,70.82,69.6,71.8,36.98,21.5666666666667,2019,"Jun",158,18
"Perez","E",2019-06-07 19:00:00,67.38,65.1,69.3,37.75,19.6555555555556,2019,"Jun",158,19
"Perez","E",2019-06-07 20:00:00,62.62,61.2,64.8,43.52,17.0111111111111,2019,"Jun",158,20
"Perez","E",2019-06-07 21:00:00,62.24,61.3,63.1,39.82,16.8,2019,"Jun",158,21
"Perez","E",2019-06-07 22:00:00,62.78,61.7,63.5,38.49,17.1,2019,"Jun",158,22
"Perez","E",2019-06-07 23:00:00,61.32,61,61.7,40.57,16.2888888888889,2019,"Jun",158,23
"Perez","E",2019-06-08 00:00:00,59.27,58.3,61,44.54,15.15,2019,"Jun",159,0
"Perez","E",2019-06-08 01:00:00,58.83,58.3,59.5,46.83,14.9055555555556,2019,"Jun",159,1
"Perez","E",2019-06-08 02:00:00,60.54,59.5,61.7,39.77,15.8555555555556,2019,"Jun",159,2
"Perez","E",2019-06-08 03:00:00,58.54,56.7,59.9,45.25,14.7444444444444,2019,"Jun",159,3
"Perez","E",2019-06-08 04:00:00,55.81,54.1,57.7,54.79,13.2277777777778,2019,"Jun",159,4
"Perez","E",2019-06-08 05:00:00,53.39,52.9,54.1,50.57,11.8833333333333,2019,"Jun",159,5
"Perez","E",2019-06-08 06:00:00,54.08,52.5,57.2,74.77,12.2666666666667,2019,"Jun",159,6
"Perez","E",2019-06-08 07:00:00,62.47,58.3,65.5,56.68,16.9277777777778,2019,"Jun",159,7
"Perez","E",2019-06-08 08:00:00,67.89,65.7,69.6,46.58,19.9388888888889,2019,"Jun",159,8
"Perez","E",2019-06-08 09:00:00,70.82,70.2,71.8,44.78,21.5666666666667,2019,"Jun",159,9
"Perez","E",2019-06-08 10:00:00,73.58,72,75.2,43.67,23.1,2019,"Jun",159,10
"Perez","E",2019-06-08 11:00:00,77.02,75.6,78.3,41.59,25.0111111111111,2019,"Jun",159,11
"Perez","E",2019-06-08 12:00:00,79.58,78.6,80.4,41.2,26.4333333333333,2019,"Jun",159,12
"Perez","E",2019-06-08 13:00:00,81.07,80.2,81.9,40.81,27.2611111111111,2019,"Jun",159,13
"Perez","E",2019-06-08 14:00:00,81.25,81,81.9,41.48,27.3611111111111,2019,"Jun",159,14
"Perez","E",2019-06-08 15:00:00,80.82,80.2,81.3,44.35,27.1222222222222,2019,"Jun",159,15
"Perez","E",2019-06-08 16:00:00,79.99,78.4,81.1,43.13,26.6611111111111,2019,"Jun",159,16
"Perez","E",2019-06-08 17:00:00,76.45,75.2,78.1,47.45,24.6944444444444,2019,"Jun",159,17
"Perez","E",2019-06-08 18:00:00,73.34,71.4,74.7,54.04,22.9666666666667,2019,"Jun",159,18
"Perez","E",2019-06-08 19:00:00,68.42,66,71.1,66.46,20.2333333333333,2019,"Jun",159,19
"Perez","E",2019-06-08 20:00:00,64.15,63,65.7,64.88,17.8611111111111,2019,"Jun",159,20
"Perez","E",2019-06-08 21:00:00,62.56,62.4,63.1,61.83,16.9777777777778,2019,"Jun",159,21
"Perez","E",2019-06-08 22:00:00,62.71,61.9,63.9,51.9,17.0611111111111,2019,"Jun",159,22
"Perez","E",2019-06-08 23:00:00,62.41,60.4,63.7,49.58,16.8944444444444,2019,"Jun",159,23
"Perez","E",2019-06-09 00:00:00,61.21,60.3,62.1,49.03,16.2277777777778,2019,"Jun",160,0
"Perez","E",2019-06-09 01:00:00,61.14,60.6,61.7,45.98,16.1888888888889,2019,"Jun",160,1
"Perez","E",2019-06-09 02:00:00,60.47,59.4,62.1,51.77,15.8166666666667,2019,"Jun",160,2
"Perez","E",2019-06-09 03:00:00,58.56,57.2,59.4,52.43,14.7555555555556,2019,"Jun",160,3
"Perez","E",2019-06-09 04:00:00,56.55,55.8,57.2,55.51,13.6388888888889,2019,"Jun",160,4
"Perez","E",2019-06-09 05:00:00,54.52,53.6,55.4,67.08,12.5111111111111,2019,"Jun",160,5
"Perez","E",2019-06-09 06:00:00,56.38,54.1,59,83.09,13.5444444444444,2019,"Jun",160,6
"Perez","E",2019-06-09 07:00:00,65.6,59.9,70.9,73.25,18.6666666666667,2019,"Jun",160,7
"Perez","E",2019-06-09 08:00:00,73.54,71.1,75.6,58.14,23.0777777777778,2019,"Jun",160,8
"Perez","E",2019-06-09 09:00:00,76.42,75.4,77.9,54.48,24.6777777777778,2019,"Jun",160,9
"Perez","E",2019-06-09 10:00:00,79.08,77.7,81,52.49,26.1555555555556,2019,"Jun",160,10
"Perez","E",2019-06-09 11:00:00,82.32,80.8,84.2,50.54,27.9555555555556,2019,"Jun",160,11
"Perez","E",2019-06-09 12:00:00,85.43,83.8,86.4,47.85,29.6833333333333,2019,"Jun",160,12
"Perez","E",2019-06-09 13:00:00,87.67,85.5,88.9,49.28,30.9277777777778,2019,"Jun",160,13
"Perez","E",2019-06-09 14:00:00,88.4,87.4,89.4,51.85,31.3333333333333,2019,"Jun",160,14
"Perez","E",2019-06-09 15:00:00,88.06,87.3,89.2,56.73,31.1444444444444,2019,"Jun",160,15
"Perez","E",2019-06-09 16:00:00,83.55,81.3,86.7,66.65,28.6388888888889,2019,"Jun",160,16
"Perez","E",2019-06-09 17:00:00,80.38,79.7,81.1,74.18,26.8777777777778,2019,"Jun",160,17
"Perez","E",2019-06-09 18:00:00,78.36,76.6,79.5,76.81,25.7555555555556,2019,"Jun",160,18
"Perez","E",2019-06-09 19:00:00,74.32,72,76.3,76.59,23.5111111111111,2019,"Jun",160,19
"Perez","E",2019-06-09 20:00:00,70.19,68.7,71.6,75.77,21.2166666666667,2019,"Jun",160,20
"Perez","E",2019-06-09 21:00:00,67.96,67.1,68.5,72.62,19.9777777777778,2019,"Jun",160,21
"Perez","E",2019-06-09 22:00:00,66.63,65.8,67.3,69.93,19.2388888888889,2019,"Jun",160,22
"Perez","E",2019-06-09 23:00:00,65.16,64.8,65.7,72.13,18.4222222222222,2019,"Jun",160,23
"Perez","E",2019-06-10 00:00:00,66.38,65.5,67.6,55.63,19.1,2019,"Jun",161,0
"Perez","E",2019-06-10 01:00:00,67.34,65.8,68.4,53.28,19.6333333333333,2019,"Jun",161,1
"Perez","E",2019-06-10 02:00:00,66.56,66,67.5,53.77,19.2,2019,"Jun",161,2
"Perez","E",2019-06-10 03:00:00,66.29,65.8,66.9,52.07,19.05,2019,"Jun",161,3
"Perez","E",2019-06-10 04:00:00,65.85,64,66.9,55.29,18.8055555555556,2019,"Jun",161,4
"Perez","E",2019-06-10 05:00:00,63.37,62.6,65.1,63.08,17.4277777777778,2019,"Jun",161,5
"Perez","E",2019-06-10 06:00:00,68.73,65.8,72.5,62.94,20.4055555555556,2019,"Jun",161,6
"Perez","E",2019-06-10 07:00:00,73.02,71.4,75.2,70.43,22.7888888888889,2019,"Jun",161,7
"Perez","E",2019-06-10 08:00:00,79.28,75.2,83.1,71.43,26.2666666666667,2019,"Jun",161,8
"Perez","E",2019-06-10 09:00:00,84.73,82.9,87.4,60.03,29.2944444444444,2019,"Jun",161,9
"Perez","E",2019-06-10 10:00:00,87.63,87.3,88.2,54.08,30.9055555555556,2019,"Jun",161,10
"Perez","E",2019-06-10 11:00:00,89.58,88.3,91.2,54.35,31.9888888888889,2019,"Jun",161,11
"Perez","E",2019-06-10 12:00:00,91.91,90.9,93,52.37,33.2833333333333,2019,"Jun",161,12
"Perez","E",2019-06-10 13:00:00,93.63,93,94.3,52.3,34.2388888888889,2019,"Jun",161,13
"Perez","E",2019-06-10 14:00:00,93.46,92.1,94.3,57.78,34.1444444444444,2019,"Jun",161,14
"Perez","E",2019-06-10 15:00:00,92.06,91,93.4,61.48,33.3666666666667,2019,"Jun",161,15
"Perez","E",2019-06-10 16:00:00,89.71,87.8,92.3,66.7,32.0611111111111,2019,"Jun",161,16
"Perez","E",2019-06-10 17:00:00,85.22,81.1,87.8,70.9,29.5666666666667,2019,"Jun",161,17
"Perez","E",2019-06-10 18:00:00,80.95,79.5,81.7,77.32,27.1944444444444,2019,"Jun",161,18
"Perez","E",2019-06-10 19:00:00,78.05,76.6,79.3,77.83,25.5833333333333,2019,"Jun",161,19
"Perez","E",2019-06-10 20:00:00,74.69,73.2,76.3,74.91,23.7166666666667,2019,"Jun",161,20
"Perez","E",2019-06-10 21:00:00,73.17,72,74.1,63.97,22.8722222222222,2019,"Jun",161,21
"Perez","E",2019-06-10 22:00:00,74.23,71.8,76.8,51.51,23.4611111111111,2019,"Jun",161,22
"Perez","E",2019-06-10 23:00:00,74.06,71.6,76.5,47.84,23.3666666666667,2019,"Jun",161,23
"Perez","E",2019-06-11 00:00:00,74.72,73.6,76.1,47.53,23.7333333333333,2019,"Jun",162,0
"Perez","E",2019-06-11 01:00:00,72.82,70.9,73.8,48.21,22.6777777777778,2019,"Jun",162,1
"Perez","E",2019-06-11 02:00:00,70.65,69.6,72.3,50.37,21.4722222222222,2019,"Jun",162,2
"Perez","E",2019-06-11 03:00:00,70.99,68.4,72.5,50.01,21.6611111111111,2019,"Jun",162,3
"Perez","E",2019-06-11 04:00:00,64.68,63,67.1,75.4,18.1555555555556,2019,"Jun",162,4
"Perez","E",2019-06-11 05:00:00,63.18,62.6,64.2,70.26,17.3222222222222,2019,"Jun",162,5
"Perez","E",2019-06-11 06:00:00,66.41,63.7,69.8,73.54,19.1166666666667,2019,"Jun",162,6
"Perez","E",2019-06-11 07:00:00,74.6,70.2,77.4,75.52,23.6666666666667,2019,"Jun",162,7
"Perez","E",2019-06-11 08:00:00,80.83,77.9,84,69.07,27.1277777777778,2019,"Jun",162,8
"Perez","E",2019-06-11 09:00:00,86.49,84.9,88.7,62.3,30.2722222222222,2019,"Jun",162,9
"Perez","E",2019-06-11 10:00:00,89.13,87.8,91.4,58.53,31.7388888888889,2019,"Jun",162,10
"Perez","E",2019-06-11 11:00:00,90.62,89.4,91.8,58.91,32.5666666666667,2019,"Jun",162,11
"Perez","E",2019-06-11 12:00:00,91.03,89.4,93.6,59.16,32.7944444444444,2019,"Jun",162,12
"Perez","E",2019-06-11 13:00:00,93.42,90.7,95.4,58.1,34.1222222222222,2019,"Jun",162,13
"Perez","E",2019-06-11 14:00:00,94.58,92.3,96.1,58.78,34.7666666666667,2019,"Jun",162,14
"Perez","E",2019-06-11 15:00:00,93.13,86.2,97.7,55.32,33.9611111111111,2019,"Jun",162,15
"Perez","E",2019-06-11 16:00:00,83.64,81.7,85.1,69.82,28.6888888888889,2019,"Jun",162,16
"Perez","E",2019-06-11 17:00:00,81.17,80.2,82.2,71.87,27.3166666666667,2019,"Jun",162,17
"Perez","E",2019-06-11 18:00:00,78.83,77.4,81.1,77.77,26.0166666666667,2019,"Jun",162,18
"Perez","E",2019-06-11 19:00:00,76.95,76.5,77.7,77.49,24.9722222222222,2019,"Jun",162,19
"Perez","E",2019-06-11 20:00:00,76.18,75.7,76.8,70.9,24.5444444444444,2019,"Jun",162,20
"Perez","E",2019-06-11 21:00:00,75.23,74.5,76.3,62.09,24.0166666666667,2019,"Jun",162,21
"Perez","E",2019-06-11 22:00:00,73.93,73.4,74.8,63.5,23.2944444444444,2019,"Jun",162,22
"Perez","E",2019-06-11 23:00:00,73.68,73.4,74.1,58.93,23.1555555555556,2019,"Jun",162,23
"Perez","E",2019-06-12 00:00:00,73.35,72.3,75.2,59.16,22.9722222222222,2019,"Jun",163,0
"Perez","E",2019-06-12 01:00:00,72.78,72,74.1,58.18,22.6555555555556,2019,"Jun",163,1
"Perez","E",2019-06-12 02:00:00,74.26,73.2,75.9,52.92,23.4777777777778,2019,"Jun",163,2
"Perez","E",2019-06-12 03:00:00,73.28,72.7,74.1,52.13,22.9333333333333,2019,"Jun",163,3
"Perez","E",2019-06-12 04:00:00,72.72,71.8,73.6,53.68,22.6222222222222,2019,"Jun",163,4
"Perez","E",2019-06-12 05:00:00,72.13,70.9,73.8,55.33,22.2944444444444,2019,"Jun",163,5
"Perez","E",2019-06-12 06:00:00,69.9,68.4,72.7,73.93,21.0555555555556,2019,"Jun",163,6
"Perez","E",2019-06-12 07:00:00,74.28,70.5,79.5,82.48,23.4888888888889,2019,"Jun",163,7
"Perez","E",2019-06-12 08:00:00,82.17,80.2,84.7,70.44,27.8722222222222,2019,"Jun",163,8
"Perez","E",2019-06-12 09:00:00,88.2,85.3,89.4,60.13,31.2222222222222,2019,"Jun",163,9
"Perez","E",2019-06-12 10:00:00,89.88,89.4,90.7,57.11,32.1555555555556,2019,"Jun",163,10
"Perez","E",2019-06-12 11:00:00,92.03,90.5,93.6,55.54,33.35,2019,"Jun",163,11
"Perez","E",2019-06-12 12:00:00,95.13,93.7,95.9,52.8,35.0722222222222,2019,"Jun",163,12
"Perez","E",2019-06-12 13:00:00,95.95,95.5,96.4,52.74,35.5277777777778,2019,"Jun",163,13
"Perez","E",2019-06-12 14:00:00,95.33,94.1,96.4,55.53,35.1833333333333,2019,"Jun",163,14
"Perez","E",2019-06-12 15:00:00,93.13,91.9,93.9,57.92,33.9611111111111,2019,"Jun",163,15
"Perez","E",2019-06-12 16:00:00,89.19,86.9,91.4,60.8,31.7722222222222,2019,"Jun",163,16
"Perez","E",2019-06-12 17:00:00,84.63,82.8,86.4,65.2,29.2388888888889,2019,"Jun",163,17
"Perez","E",2019-06-12 18:00:00,80.66,78.8,82.4,65.13,27.0333333333333,2019,"Jun",163,18
"Perez","E",2019-06-12 19:00:00,77.8,77,78.6,60.68,25.4444444444444,2019,"Jun",163,19
"Perez","E",2019-06-12 20:00:00,76.07,75.4,76.8,55.01,24.4833333333333,2019,"Jun",163,20
"Perez","E",2019-06-12 21:00:00,77.01,75,81.1,49.02,25.0055555555556,2019,"Jun",163,21
"Perez","E",2019-06-12 22:00:00,76.57,73.4,81.3,49.99,24.7611111111111,2019,"Jun",163,22
"Perez","E",2019-06-12 23:00:00,74.19,73,77,53.66,23.4388888888889,2019,"Jun",163,23
"Perez","E",2019-06-13 00:00:00,70.75,68,75.9,68.18,21.5277777777778,2019,"Jun",164,0
"Perez","E",2019-06-13 01:00:00,66.52,65.1,67.8,77.93,19.1777777777778,2019,"Jun",164,1
"Perez","E",2019-06-13 02:00:00,64.43,63.7,64.9,83.46,18.0166666666667,2019,"Jun",164,2
"Perez","E",2019-06-13 03:00:00,62.78,62.2,63.5,86.85,17.1,2019,"Jun",164,3
"Perez","E",2019-06-13 04:00:00,61.67,61,62.2,83.68,16.4833333333333,2019,"Jun",164,4
"Perez","E",2019-06-13 05:00:00,60.81,60.4,61.5,78.92,16.0055555555556,2019,"Jun",164,5
"Perez","E",2019-06-13 06:00:00,63.07,61.2,65.5,84.92,17.2611111111111,2019,"Jun",164,6
"Perez","E",2019-06-13 07:00:00,68.99,66,71.8,74.63,20.55,2019,"Jun",164,7
"Perez","E",2019-06-13 08:00:00,74.83,72.1,77.4,63.6,23.7944444444444,2019,"Jun",164,8
"Perez","E",2019-06-13 09:00:00,79.97,77.9,82,55.98,26.65,2019,"Jun",164,9
"Perez","E",2019-06-13 10:00:00,83.88,82.4,85.1,51.86,28.8222222222222,2019,"Jun",164,10
"Perez","E",2019-06-13 11:00:00,86.55,85.1,87.8,49.43,30.3055555555556,2019,"Jun",164,11
"Perez","E",2019-06-13 12:00:00,88.69,87.3,90.5,50.93,31.4944444444444,2019,"Jun",164,12
"Perez","E",2019-06-13 13:00:00,91.19,90.7,91.9,49.71,32.8833333333333,2019,"Jun",164,13
"Perez","E",2019-06-13 14:00:00,90.58,90.3,91.2,51.88,32.5444444444444,2019,"Jun",164,14
"Perez","E",2019-06-13 15:00:00,90.12,88.5,91,52.55,32.2888888888889,2019,"Jun",164,15
"Perez","E",2019-06-13 16:00:00,87.28,85.3,88.5,52.27,30.7111111111111,2019,"Jun",164,16
"Perez","E",2019-06-13 17:00:00,83.58,82.6,84.9,55,28.6555555555556,2019,"Jun",164,17
"Perez","E",2019-06-13 18:00:00,80.53,78.1,82.6,54.28,26.9611111111111,2019,"Jun",164,18
"Perez","E",2019-06-13 19:00:00,76.65,75.2,77.7,52.17,24.8055555555556,2019,"Jun",164,19
"Perez","E",2019-06-13 20:00:00,74.29,72.7,75.4,47.38,23.4944444444444,2019,"Jun",164,20
"Perez","E",2019-06-13 21:00:00,69.82,67.8,72.5,62.16,21.0111111111111,2019,"Jun",164,21
"Perez","E",2019-06-13 22:00:00,66.39,65.3,67.5,68.76,19.1055555555556,2019,"Jun",164,22
"Perez","E",2019-06-13 23:00:00,66.14,65.1,67.8,57.8,18.9666666666667,2019,"Jun",164,23
"Perez","E",2019-06-14 00:00:00,64.28,63.3,66.9,63.68,17.9333333333333,2019,"Jun",165,0
"Perez","E",2019-06-14 01:00:00,61.57,60.1,63.9,70.05,16.4277777777778,2019,"Jun",165,1
"Perez","E",2019-06-14 02:00:00,59.48,58.3,60.8,79.35,15.2666666666667,2019,"Jun",165,2
"Perez","E",2019-06-14 03:00:00,57.66,56.8,58.1,83.92,14.2555555555556,2019,"Jun",165,3
"Perez","E",2019-06-14 04:00:00,55.31,54.1,56.5,85.18,12.95,2019,"Jun",165,4
"Perez","E",2019-06-14 05:00:00,54.22,53.8,54.9,93.76,12.3444444444444,2019,"Jun",165,5
"Perez","E",2019-06-14 06:00:00,57.81,55.8,61,92.68,14.3388888888889,2019,"Jun",165,6
"Perez","E",2019-06-14 07:00:00,64.89,62.4,68,77.02,18.2722222222222,2019,"Jun",165,7
"Perez","E",2019-06-14 08:00:00,69.68,68.4,71.8,67.33,20.9333333333333,2019,"Jun",165,8
"Perez","E",2019-06-14 09:00:00,74.63,72.7,76.1,60.03,23.6833333333333,2019,"Jun",165,9
"Perez","E",2019-06-14 10:00:00,78.71,76.8,80.2,54.4,25.95,2019,"Jun",165,10
"Perez","E",2019-06-14 11:00:00,82.14,81.1,83.5,50.77,27.8555555555556,2019,"Jun",165,11
"Perez","E",2019-06-14 12:00:00,85.44,84.4,86.4,50.23,29.6888888888889,2019,"Jun",165,12
"Perez","E",2019-06-14 13:00:00,87.48,86.7,88.9,48,30.8222222222222,2019,"Jun",165,13
"Perez","E",2019-06-14 14:00:00,88.49,87.6,89.6,50.33,31.3833333333333,2019,"Jun",165,14
"Perez","E",2019-06-14 15:00:00,87.45,87.1,88,53.82,30.8055555555556,2019,"Jun",165,15
"Perez","E",2019-06-14 16:00:00,85.6,82.9,87.6,58.37,29.7777777777778,2019,"Jun",165,16
"Perez","E",2019-06-14 17:00:00,80.88,80.2,82.9,63.63,27.1555555555556,2019,"Jun",165,17
"Perez","E",2019-06-14 18:00:00,78.33,75.9,81.1,67.23,25.7388888888889,2019,"Jun",165,18
"Perez","E",2019-06-14 19:00:00,73.68,71.8,76.1,72.38,23.1555555555556,2019,"Jun",165,19
"Perez","E",2019-06-14 20:00:00,70.43,68.7,72.1,74.16,21.35,2019,"Jun",165,20
"Perez","E",2019-06-14 21:00:00,67.31,66.4,68.5,78.4,19.6166666666667,2019,"Jun",165,21
"Perez","E",2019-06-14 22:00:00,65.82,65.1,66.7,76.09,18.7888888888889,2019,"Jun",165,22
"Perez","E",2019-06-14 23:00:00,64.98,64,66.2,74.67,18.3222222222222,2019,"Jun",165,23
"Perez","E",2019-06-15 00:00:00,64.16,63,65.3,75.48,17.8666666666667,2019,"Jun",166,0
"Perez","E",2019-06-15 01:00:00,62.06,61.3,63.1,85.26,16.7,2019,"Jun",166,1
"Perez","E",2019-06-15 02:00:00,60.9,60.1,61.9,89.6,16.0555555555556,2019,"Jun",166,2
"Perez","E",2019-06-15 03:00:00,59.63,58.8,60.6,92.18,15.35,2019,"Jun",166,3
