"site2","Yr","Mnth.x","Julian","Hr","count","Mnth.y","degc_avg"
"A2",2020,"Jul",188,19,0,"Jul",26.3611111111111
"A2",2020,"Jul",188,20,0,"Jul",23.1555555555556
"A2",2020,"Jul",188,21,0,"Jul",22.2388888888889
"A2",2020,"Jul",188,22,0,"Jul",21.6666666666667
"A2",2020,"Jul",188,23,0,"Jul",21.1333333333333
"A2",2020,"Jul",189,0,0,"Jul",19.1333333333333
"A2",2020,"Jul",189,1,0,"Jul",15.4166666666667
"A2",2020,"Jul",189,2,0,"Jul",14.3777777777778
"A2",2020,"Jul",189,3,0,"Jul",13.5611111111111
"A2",2020,"Jul",189,4,0,"Jul",13.2222222222222
"A2",2020,"Jul",189,5,0,"Jul",12.3888888888889
"A2",2020,"Jul",189,6,0,"Jul",14.5833333333333
"A2",2020,"Jul",189,7,0,"Jul",17.5722222222222
"A2",2020,"Jul",189,8,0,"Jul",22.0555555555556
"A2",2020,"Jul",189,9,0,"Jul",25.4333333333333
"A2",2020,"Jul",189,10,0,"Jul",28.1888888888889
"A2",2020,"Jul",189,11,0,"Jul",29.7333333333333
"A2",2020,"Jul",189,12,0,"Jul",32.0666666666667
"A2",2020,"Jul",189,13,0,"Jul",33.6555555555556
"A2",2020,"Jul",189,14,0,"Jul",33.8444444444444
"A2",2020,"Jul",189,15,0,"Jul",33.15
"A2",2020,"Jul",189,16,0,"Jul",32.0777777777778
"A2",2020,"Jul",189,17,0,"Jul",30.2222222222222
"A2",2020,"Jul",189,18,0,"Jul",28.2777777777778
"A2",2020,"Jul",189,19,0,"Jul",25.2944444444444
"A2",2020,"Jul",189,20,0,"Jul",22.6166666666667
"A2",2020,"Jul",189,21,0,"Jul",21.1
"A2",2020,"Jul",189,22,0,"Jul",20.5111111111111
"A2",2020,"Jul",189,23,0,"Jul",20.2277777777778
"A2",2020,"Jul",190,0,0,"Jul",20.45
"A2",2020,"Jul",190,1,0,"Jul",20.0722222222222
"A2",2020,"Jul",190,2,0,"Jul",18.9666666666667
"A2",2020,"Jul",190,3,0,"Jul",17.7833333333333
"A2",2020,"Jul",190,4,0,"Jul",17.0555555555556
"A2",2020,"Jul",190,5,0,"Jul",14.6888888888889
"A2",2020,"Jul",190,6,0,"Jul",15.2111111111111
"A2",2020,"Jul",190,7,0,"Jul",19.0777777777778
"A2",2020,"Jul",190,8,0,"Jul",24.1388888888889
"A2",2020,"Jul",190,9,0,"Jul",28.5166666666667
"A2",2020,"Jul",190,10,0,"Jul",30.65
"A2",2020,"Jul",190,11,0,"Jul",32.2833333333333
"A2",2020,"Jul",190,12,0,"Jul",34.0777777777778
"A2",2020,"Jul",190,13,0,"Jul",35.45
"A2",2020,"Jul",190,14,0,"Jul",35.6833333333333
"A2",2020,"Jul",190,15,0,"Jul",35.2
"A2",2020,"Jul",190,16,0,"Jul",34.1388888888889
"A2",2020,"Jul",190,17,0,"Jul",32.0111111111111
"A2",2020,"Jul",190,18,0,"Jul",29.5333333333333
"A2",2020,"Jul",190,19,0,"Jul",26.1055555555556
"A2",2020,"Jul",190,20,0,"Jul",23.7611111111111
"A2",2020,"Jul",190,21,0,"Jul",22.2611111111111
"A2",2020,"Jul",190,22,0,"Jul",21.1888888888889
"A2",2020,"Jul",190,23,0,"Jul",20.8222222222222
"A2",2020,"Jul",191,0,0,"Jul",20.6111111111111
"A2",2020,"Jul",191,1,0,"Jul",19.6055555555556
"A2",2020,"Jul",191,2,0,"Jul",19.0944444444444
"A2",2020,"Jul",191,3,0,"Jul",18.6111111111111
"A2",2020,"Jul",191,4,0,"Jul",17.8611111111111
"A2",2020,"Jul",191,5,0,"Jul",15.9888888888889
"A2",2020,"Jul",191,6,0,"Jul",16.2944444444444
"A2",2020,"Jul",191,7,0,"Jul",20.1611111111111
"A2",2020,"Jul",191,8,0,"Jul",24.6277777777778
"A2",2020,"Jul",191,9,0,"Jul",28.3111111111111
"A2",2020,"Jul",191,10,0,"Jul",30.6777777777778
"A2",2020,"Jul",191,11,0,"Jul",32.9055555555556
"A2",2020,"Jul",191,12,0,"Jul",34.9388888888889
"A2",2020,"Jul",191,13,0,"Jul",37.0055555555556
"A2",2020,"Jul",191,14,0,"Jul",36.9777777777778
"A2",2020,"Jul",191,15,0,"Jul",36.2555555555556
"A2",2020,"Jul",191,16,0,"Jul",34.6944444444444
"A2",2020,"Jul",191,17,0,"Jul",32.5277777777778
"A2",2020,"Jul",191,18,0,"Jul",30.1277777777778
"A2",2020,"Jul",191,19,0,"Jul",26.85
"A2",2020,"Jul",191,20,0,"Jul",23.9666666666667
"A2",2020,"Jul",191,21,0,"Jul",23.0277777777778
"A2",2020,"Jul",191,22,0,"Jul",24.35
"A2",2020,"Jul",191,23,0,"Jul",23.3666666666667
"A2",2020,"Jul",192,0,0,"Jul",21.8611111111111
"A2",2020,"Jul",192,1,0,"Jul",20.9611111111111
"A2",2020,"Jul",192,2,0,"Jul",20.3222222222222
"A2",2020,"Jul",192,3,0,"Jul",19.2722222222222
"A2",2020,"Jul",192,4,0,"Jul",17.5388888888889
"A2",2020,"Jul",192,5,0,"Jul",15.7388888888889
"A2",2020,"Jul",192,6,0,"Jul",17.3055555555556
"A2",2020,"Jul",192,7,0,"Jul",21.2111111111111
"A2",2020,"Jul",192,8,0,"Jul",26.5
"A2",2020,"Jul",192,9,0,"Jul",30.2388888888889
"A2",2020,"Jul",192,10,0,"Jul",31.0777777777778
"A2",2020,"Jul",192,11,0,"Jul",32.0222222222222
"A2",2020,"Jul",192,12,0,"Jul",34.9222222222222
"A2",2020,"Jul",192,13,0,"Jul",36.9722222222222
"A2",2020,"Jul",192,14,0,"Jul",36.3222222222222
"A2",2020,"Jul",192,15,0,"Jul",36.4722222222222
"A2",2020,"Jul",192,16,0,"Jul",35.2333333333333
"A2",2020,"Jul",192,17,0,"Jul",33.6277777777778
"A2",2020,"Jul",192,19,0,"Jul",27.9611111111111
"A2",2020,"Jul",192,21,0,"Jul",23.7444444444444
"A2",2020,"Jul",192,22,0,"Jul",23.35
"A2",2020,"Jul",192,23,0,"Jul",21.2666666666667
"A2",2020,"Jul",193,0,0,"Jul",20.4055555555556
"A2",2020,"Jul",193,1,0,"Jul",20.9111111111111
"A2",2020,"Jul",193,2,0,"Jul",20.8222222222222
"A2",2020,"Jul",193,3,0,"Jul",20.1944444444444
"A2",2020,"Jul",193,4,0,"Jul",19.3055555555556
"A2",2020,"Jul",193,5,0,"Jul",17.8888888888889
"A2",2020,"Jul",193,6,0,"Jul",18.4888888888889
"A2",2020,"Jul",193,7,0,"Jul",21.6388888888889
"A2",2020,"Jul",193,8,0,"Jul",26.35
"A2",2020,"Jul",193,9,0,"Jul",30.3555555555556
"A2",2020,"Jul",193,10,0,"Jul",33.6166666666667
"A2",2020,"Jul",193,11,0,"Jul",36.1055555555556
"A2",2020,"Jul",193,12,0,"Jul",37.9611111111111
"A2",2020,"Jul",193,13,0,"Jul",39.4611111111111
"A2",2020,"Jul",193,14,0,"Jul",39.4777777777778
"A2",2020,"Jul",193,15,0,"Jul",37.6555555555556
"A2",2020,"Jul",193,16,0,"Jul",36.5722222222222
"A2",2020,"Jul",193,17,0,"Jul",34.2222222222222
"A2",2020,"Jul",193,18,0,"Jul",31.6166666666667
"A2",2020,"Jul",193,19,0,"Jul",28.4722222222222
"A2",2020,"Jul",193,20,0,"Jul",26.5
"A2",2020,"Jul",193,21,0,"Jul",26.1277777777778
"A2",2020,"Jul",193,22,0,"Jul",24.8
"A2",2020,"Jul",193,23,0,"Jul",25.1277777777778
"A2",2020,"Jul",194,0,0,"Jul",24.7055555555556
"A2",2020,"Jul",194,1,0,"Jul",24.5944444444444
"A2",2020,"Jul",194,2,0,"Jul",23.2666666666667
"A2",2020,"Jul",194,3,0,"Jul",21.6611111111111
"A2",2020,"Jul",194,4,0,"Jul",20.0611111111111
"A2",2020,"Jul",194,5,0,"Jul",18.5888888888889
"A2",2020,"Jul",194,6,0,"Jul",19.7333333333333
"A2",2020,"Jul",194,7,0,"Jul",22.85
"A2",2020,"Jul",194,8,0,"Jul",27.1277777777778
"A2",2020,"Jul",194,9,0,"Jul",30.9833333333333
"A2",2020,"Jul",194,10,0,"Jul",33.7666666666667
"A2",2020,"Jul",194,11,0,"Jul",36.1
"A2",2020,"Jul",194,12,0,"Jul",37.6888888888889
"A2",2020,"Jul",194,13,0,"Jul",39
"A2",2020,"Jul",194,14,0,"Jul",38.4611111111111
"A2",2020,"Jul",194,15,0,"Jul",38.1222222222222
"A2",2020,"Jul",194,16,0,"Jul",36.6388888888889
"A2",2020,"Jul",194,17,0,"Jul",34.2388888888889
"A2",2020,"Jul",194,18,0,"Jul",31.2111111111111
"A2",2020,"Jul",194,19,0,"Jul",27.8
"A2",2020,"Jul",194,20,0,"Jul",26.7666666666667
"A2",2020,"Jul",194,21,0,"Jul",25.6555555555556
"A2",2020,"Jul",194,22,0,"Jul",25.1277777777778
"A2",2020,"Jul",194,23,0,"Jul",23.8333333333333
"A2",2020,"Jul",195,0,0,"Jul",23.6777777777778
"A2",2020,"Jul",195,1,0,"Jul",23.6722222222222
"A2",2020,"Jul",195,2,0,"Jul",22.5222222222222
"A2",2020,"Jul",195,3,0,"Jul",21.8166666666667
"A2",2020,"Jul",195,4,0,"Jul",19.1555555555556
"A2",2020,"Jul",195,5,0,"Jul",17.9055555555556
"A2",2020,"Jul",195,6,0,"Jul",18.9111111111111
"A2",2020,"Jul",195,7,0,"Jul",22.0277777777778
"A2",2020,"Jul",195,8,0,"Jul",26.45
"A2",2020,"Jul",195,9,0,"Jul",29.9222222222222
"A2",2020,"Jul",195,10,0,"Jul",32.7666666666667
"A2",2020,"Jul",195,11,0,"Jul",33.9611111111111
"A2",2020,"Jul",195,12,0,"Jul",35.5777777777778
"A2",2020,"Jul",195,13,0,"Jul",37.5444444444444
"A2",2020,"Jul",195,14,0,"Jul",37.8333333333333
"A2",2020,"Jul",195,15,0,"Jul",36.2666666666667
"A2",2020,"Jul",195,16,0,"Jul",35.5777777777778
"A2",2020,"Jul",195,17,0,"Jul",35.2777777777778
"A2",2020,"Jul",195,18,0,"Jul",34.2611111111111
"A2",2020,"Jul",195,19,0,"Jul",30.8111111111111
"A2",2020,"Jul",195,20,0,"Jul",26.9611111111111
"A2",2020,"Jul",195,21,0,"Jul",24.7166666666667
"A2",2020,"Jul",195,22,0,"Jul",24.1833333333333
"A2",2020,"Jul",195,23,0,"Jul",22.9666666666667
"A2",2020,"Jul",196,0,0,"Jul",20.9111111111111
"A2",2020,"Jul",196,1,0,"Jul",19.4888888888889
"A2",2020,"Jul",196,2,0,"Jul",18.1277777777778
"A2",2020,"Jul",196,3,0,"Jul",16.9777777777778
"A2",2020,"Jul",196,4,0,"Jul",16.4388888888889
"A2",2020,"Jul",196,5,0,"Jul",16.35
"A2",2020,"Jul",196,6,0,"Jul",17.0388888888889
"A2",2020,"Jul",196,7,0,"Jul",19.8444444444444
"A2",2020,"Jul",196,8,0,"Jul",23.0111111111111
"A2",2020,"Jul",196,9,0,"Jul",26.4
"A2",2020,"Jul",196,10,0,"Jul",28.8277777777778
"A2",2020,"Jul",196,11,0,"Jul",31.3444444444444
"A2",2020,"Jul",196,12,0,"Jul",33.2111111111111
"A2",2020,"Jul",196,13,0,"Jul",34.9666666666667
"A2",2020,"Jul",196,14,0,"Jul",35.3333333333333
"A2",2020,"Jul",196,15,0,"Jul",35.3722222222222
"A2",2020,"Jul",196,16,0,"Jul",33.5166666666667
"A2",2020,"Jul",196,17,0,"Jul",31.4222222222222
"A2",2020,"Jul",196,18,0,"Jul",28.9722222222222
"A2",2020,"Jul",196,19,0,"Jul",25.0666666666667
"A2",2020,"Jul",196,20,0,"Jul",23.5611111111111
"A2",2020,"Jul",196,21,0,"Jul",22.8444444444444
"A2",2020,"Jul",196,22,0,"Jul",21.9833333333333
"A2",2020,"Jul",196,23,0,"Jul",19.8888888888889
"A2",2020,"Jul",197,0,0,"Jul",20.0944444444444
"A2",2020,"Jul",197,1,0,"Jul",19.7888888888889
"A2",2020,"Jul",197,2,0,"Jul",18.3388888888889
"A2",2020,"Jul",197,3,0,"Jul",18.3277777777778
"A2",2020,"Jul",197,4,0,"Jul",16.6277777777778
"A2",2020,"Jul",197,5,0,"Jul",15.8111111111111
"A2",2020,"Jul",197,6,0,"Jul",16.65
"A2",2020,"Jul",197,7,0,"Jul",20.9
"A2",2020,"Jul",197,8,0,"Jul",23.8777777777778
"A2",2020,"Jul",197,9,0,"Jul",26.8166666666667
"A2",2020,"Jul",197,10,0,"Jul",29.35
"A2",2020,"Jul",197,11,0,"Jul",31.5388888888889
"A2",2020,"Jul",197,12,0,"Jul",33.55
"A2",2020,"Jul",197,13,0,"Jul",35.5611111111111
"A2",2020,"Jul",197,14,0,"Jul",35.5277777777778
"A2",2020,"Jul",197,15,0,"Jul",35.6388888888889
"A2",2020,"Jul",197,16,0,"Jul",34.3222222222222
"A2",2020,"Jul",197,17,0,"Jul",31.7666666666667
"A2",2020,"Jul",197,18,0,"Jul",29.6222222222222
"A2",2020,"Jul",197,19,0,"Jul",26.7388888888889
"A2",2020,"Jul",197,20,0,"Jul",25.1
"A2",2020,"Jul",197,21,0,"Jul",22.9833333333333
"A2",2020,"Jul",197,22,0,"Jul",21.5388888888889
"A2",2020,"Jul",197,23,0,"Jul",21.2166666666667
"A2",2020,"Jul",198,0,0,"Jul",21.1055555555556
"A2",2020,"Jul",198,1,0,"Jul",20.3944444444444
"A2",2020,"Jul",198,2,0,"Jul",19.9111111111111
"A2",2020,"Jul",198,3,0,"Jul",19.6222222222222
"A2",2020,"Jul",198,4,0,"Jul",18.5888888888889
"A2",2020,"Jul",198,5,0,"Jul",18.2055555555556
"A2",2020,"Jul",198,6,0,"Jul",18.2777777777778
"A2",2020,"Jul",198,7,0,"Jul",20.9888888888889
"A2",2020,"Jul",198,8,0,"Jul",24.9722222222222
"A2",2020,"Jul",198,9,0,"Jul",28.2333333333333
"A2",2020,"Jul",198,10,0,"Jul",30.6222222222222
"A2",2020,"Jul",198,11,0,"Jul",32.6555555555556
"A2",2020,"Jul",198,12,0,"Jul",34.4
"A2",2020,"Jul",198,13,0,"Jul",36.1833333333333
"A2",2020,"Jul",198,14,0,"Jul",36.2111111111111
"A2",2020,"Jul",198,15,0,"Jul",35.5888888888889
"A2",2020,"Jul",198,16,0,"Jul",34.7388888888889
"A2",2020,"Jul",198,17,0,"Jul",32.1555555555556
"A2",2020,"Jul",198,18,0,"Jul",30.0722222222222
"A2",2020,"Jul",198,19,0,"Jul",27.1111111111111
"A2",2020,"Jul",198,20,0,"Jul",25.5166666666667
"A2",2020,"Jul",198,21,0,"Jul",24.2666666666667
"A2",2020,"Jul",198,22,0,"Jul",24.15
"A2",2020,"Jul",198,23,0,"Jul",23.55
"A2",2020,"Jul",199,0,0,"Jul",23.0166666666667
"A2",2020,"Jul",199,1,0,"Jul",21.5833333333333
"A2",2020,"Jul",199,2,0,"Jul",19.3444444444444
"A2",2020,"Jul",199,3,0,"Jul",18.6277777777778
"A2",2020,"Jul",199,4,0,"Jul",19.8
"A2",2020,"Jul",199,5,1,"Jul",18.0666666666667
"A2",2020,"Jul",199,6,0,"Jul",18.2388888888889
"A2",2020,"Jul",199,7,0,"Jul",21.1
"A2",2020,"Jul",199,8,0,"Jul",24.4166666666667
"A2",2020,"Jul",199,9,0,"Jul",27.2166666666667
"A2",2020,"Jul",199,10,0,"Jul",29.3444444444444
"A2",2020,"Jul",199,11,0,"Jul",31.9388888888889
"A2",2020,"Jul",199,12,0,"Jul",34.0722222222222
"A2",2020,"Jul",199,13,0,"Jul",36.0222222222222
"A2",2020,"Jul",199,14,0,"Jul",36.7388888888889
"A2",2020,"Jul",199,15,0,"Jul",36.0166666666667
"A2",2020,"Jul",199,16,0,"Jul",34.5611111111111
"A2",2020,"Jul",199,17,0,"Jul",32.1277777777778
"A2",2020,"Jul",199,18,0,"Jul",30.1555555555556
"A2",2020,"Jul",199,19,0,"Jul",27.0333333333333
"A2",2020,"Jul",199,20,0,"Jul",24.8722222222222
"A2",2020,"Jul",199,21,0,"Jul",24.1555555555556
"A2",2020,"Jul",199,22,0,"Jul",22.8777777777778
"A2",2020,"Jul",199,23,0,"Jul",22.6
"A2",2020,"Jul",200,0,0,"Jul",22.2944444444444
"A2",2020,"Jul",200,1,0,"Jul",20.6
"A2",2020,"Jul",200,2,0,"Jul",19.8055555555556
"A2",2020,"Jul",200,3,0,"Jul",19.1277777777778
"A2",2020,"Jul",200,4,0,"Jul",17.7055555555556
"A2",2020,"Jul",200,5,1,"Jul",16.4333333333333
"A2",2020,"Jul",200,6,0,"Jul",17.3055555555556
"A2",2020,"Jul",200,7,0,"Jul",20.2333333333333
"A2",2020,"Jul",200,8,0,"Jul",24.1277777777778
"A2",2020,"Jul",200,9,0,"Jul",27.6222222222222
"A2",2020,"Jul",200,10,0,"Jul",30.5944444444444
"A2",2020,"Jul",200,11,0,"Jul",32.7111111111111
"A2",2020,"Jul",200,12,0,"Jul",34.3611111111111
"A2",2020,"Jul",200,13,0,"Jul",36.4888888888889
"A2",2020,"Jul",200,14,0,"Jul",36.6277777777778
"A2",2020,"Jul",200,15,0,"Jul",36.2222222222222
"A2",2020,"Jul",200,16,0,"Jul",35.1833333333333
"A2",2020,"Jul",200,17,0,"Jul",32.8388888888889
"A2",2020,"Jul",200,18,0,"Jul",30.6833333333333
"A2",2020,"Jul",200,19,0,"Jul",27.9388888888889
"A2",2020,"Jul",200,20,0,"Jul",25.8
"A2",2020,"Jul",200,21,0,"Jul",24.7388888888889
"A2",2020,"Jul",200,22,0,"Jul",22.85
"A2",2020,"Jul",200,23,0,"Jul",22.4055555555556
"A2",2020,"Jul",201,0,0,"Jul",22.1
"A2",2020,"Jul",201,1,0,"Jul",21.8722222222222
"A2",2020,"Jul",201,2,0,"Jul",21.2777777777778
"A2",2020,"Jul",201,3,0,"Jul",19.8555555555556
"A2",2020,"Jul",201,4,0,"Jul",18.3555555555556
"A2",2020,"Jul",201,5,0,"Jul",17.9888888888889
"A2",2020,"Jul",201,6,0,"Jul",18.8944444444444
"A2",2020,"Jul",201,7,0,"Jul",21.5444444444444
"A2",2020,"Jul",201,8,0,"Jul",24.7722222222222
"A2",2020,"Jul",201,9,0,"Jul",28.0388888888889
"A2",2020,"Jul",201,10,0,"Jul",30.5722222222222
"A2",2020,"Jul",201,11,0,"Jul",32.4833333333333
"A2",2020,"Jul",201,12,0,"Jul",35.0888888888889
"A2",2020,"Jul",201,13,0,"Jul",37.0555555555556
"A2",2020,"Jul",201,14,0,"Jul",37.3777777777778
"A2",2020,"Jul",201,15,0,"Jul",36.9055555555556
"A2",2020,"Jul",201,16,0,"Jul",35.0388888888889
"A2",2020,"Jul",201,17,0,"Jul",32.5333333333333
"A2",2020,"Jul",201,18,0,"Jul",30.2666666666667
"A2",2020,"Jul",201,19,0,"Jul",27.1055555555556
"A2",2020,"Jul",201,20,0,"Jul",25.2944444444444
"A2",2020,"Jul",201,21,0,"Jul",24.7111111111111
"A2",2020,"Jul",201,22,0,"Jul",24.3055555555556
"A2",2020,"Jul",201,23,0,"Jul",23.0555555555556
"A2",2020,"Jul",202,0,0,"Jul",22.8277777777778
"A2",2020,"Jul",202,1,0,"Jul",21.55
"A2",2020,"Jul",202,2,0,"Jul",20.1944444444444
"A2",2020,"Jul",202,3,0,"Jul",19.6388888888889
"A2",2020,"Jul",202,4,0,"Jul",18.9277777777778
"A2",2020,"Jul",202,5,0,"Jul",18.3888888888889
"A2",2020,"Jul",202,6,0,"Jul",18.8722222222222
"A2",2020,"Jul",202,7,0,"Jul",21.0944444444444
"A2",2020,"Jul",202,8,0,"Jul",23.9833333333333
"A2",2020,"Jul",202,9,0,"Jul",27.4333333333333
"A2",2020,"Jul",202,10,0,"Jul",29.7833333333333
"A2",2020,"Jul",202,11,0,"Jul",31.9555555555556
"A2",2020,"Jul",202,12,0,"Jul",34.1277777777778
"A2",2020,"Jul",202,13,0,"Jul",35.7555555555556
"A2",2020,"Jul",202,14,0,"Jul",36.0722222222222
"A2",2020,"Jul",202,15,0,"Jul",35.6111111111111
"A2",2020,"Jul",202,16,0,"Jul",34.2388888888889
"A2",2020,"Jul",202,17,0,"Jul",31.85
"A2",2020,"Jul",202,18,0,"Jul",29.5888888888889
"A2",2020,"Jul",202,19,0,"Jul",26.1777777777778
"A2",2020,"Jul",202,20,0,"Jul",23.9111111111111
"A2",2020,"Jul",202,21,0,"Jul",23.2444444444444
"A2",2020,"Jul",202,22,0,"Jul",22.4222222222222
"A2",2020,"Jul",202,23,0,"Jul",21.5166666666667
"A2",2020,"Jul",203,0,0,"Jul",21.3944444444444
"A2",2020,"Jul",203,1,0,"Jul",19.6888888888889
"A2",2020,"Jul",203,2,0,"Jul",18.6555555555556
"A2",2020,"Jul",203,3,0,"Jul",18.0777777777778
"A2",2020,"Jul",203,4,0,"Jul",17.4111111111111
"A2",2020,"Jul",203,5,1,"Jul",16.5555555555556
"A2",2020,"Jul",203,6,0,"Jul",17.2222222222222
"A2",2020,"Jul",203,7,0,"Jul",20.9055555555556
"A2",2020,"Jul",203,8,0,"Jul",24.2777777777778
"A2",2020,"Jul",203,9,0,"Jul",26.0388888888889
"A2",2020,"Jul",203,10,0,"Jul",27.4888888888889
"A2",2020,"Jul",203,11,0,"Jul",28.7055555555556
"A2",2020,"Jul",203,12,0,"Jul",31.85
"A2",2020,"Jul",203,13,0,"Jul",34.6944444444444
"A2",2020,"Jul",203,14,0,"Jul",34.5611111111111
"A2",2020,"Jul",203,15,0,"Jul",33.1444444444444
"A2",2020,"Jul",203,16,0,"Jul",32.2333333333333
"A2",2020,"Jul",203,17,0,"Jul",30.8277777777778
"A2",2020,"Jul",203,18,0,"Jul",28.0388888888889
"A2",2020,"Jul",203,19,0,"Jul",24.9166666666667
"A2",2020,"Jul",203,20,0,"Jul",23.0666666666667
"A2",2020,"Jul",203,21,0,"Jul",22.2777777777778
"A2",2020,"Jul",203,22,0,"Jul",21.6444444444444
"A2",2020,"Jul",203,23,0,"Jul",21.2111111111111
"A2",2020,"Jul",204,0,0,"Jul",19.4388888888889
"A2",2020,"Jul",204,1,0,"Jul",19.5166666666667
"A2",2020,"Jul",204,2,0,"Jul",19.0777777777778
"A2",2020,"Jul",204,3,0,"Jul",17.8222222222222
"A2",2020,"Jul",204,4,3,"Jul",16.1444444444444
"A2",2020,"Jul",204,5,0,"Jul",15.0444444444444
"A2",2020,"Jul",204,6,1,"Jul",16.0555555555556
"A2",2020,"Jul",204,7,0,"Jul",18.8
"A2",2020,"Jul",204,8,0,"Jul",22.0111111111111
"A2",2020,"Jul",204,9,0,"Jul",25.0944444444444
"A2",2020,"Jul",204,10,0,"Jul",27.7944444444444
"A2",2020,"Jul",204,11,0,"Jul",30.2111111111111
"A2",2020,"Jul",204,12,0,"Jul",32.7111111111111
"A2",2020,"Jul",204,13,0,"Jul",35.3722222222222
"A2",2020,"Jul",204,14,0,"Jul",35.35
"A2",2020,"Jul",204,15,0,"Jul",34.0444444444444
"A2",2020,"Jul",204,16,0,"Jul",34.2833333333333
"A2",2020,"Jul",204,17,0,"Jul",33.0555555555556
"A2",2020,"Jul",204,18,0,"Jul",30.8055555555556
"A2",2020,"Jul",204,19,0,"Jul",26.3666666666667
"A2",2020,"Jul",204,20,0,"Jul",25.1277777777778
"A2",2020,"Jul",204,21,0,"Jul",22.1
"A2",2020,"Jul",204,22,0,"Jul",20.0722222222222
"A2",2020,"Jul",204,23,0,"Jul",19.1777777777778
"A2",2020,"Jul",205,0,0,"Jul",19.15
"A2",2020,"Jul",205,1,0,"Jul",18.0444444444444
"A2",2020,"Jul",205,2,0,"Jul",16.2888888888889
"A2",2020,"Jul",205,3,0,"Jul",15.5833333333333
"A2",2020,"Jul",205,4,2,"Jul",14.85
"A2",2020,"Jul",205,5,0,"Jul",14.4277777777778
"A2",2020,"Jul",205,6,0,"Jul",15.2666666666667
"A2",2020,"Jul",205,7,0,"Jul",18.5444444444444
"A2",2020,"Jul",205,8,0,"Jul",21.6277777777778
"A2",2020,"Jul",205,9,0,"Jul",24.6944444444444
"A2",2020,"Jul",205,10,0,"Jul",27.1222222222222
"A2",2020,"Jul",205,11,0,"Jul",28.9888888888889
"A2",2020,"Jul",205,12,0,"Jul",30.6111111111111
"A2",2020,"Jul",205,13,0,"Jul",32.6166666666667
"A2",2020,"Jul",205,14,0,"Jul",33.1111111111111
"A2",2020,"Jul",205,15,0,"Jul",33.1722222222222
"A2",2020,"Jul",205,16,0,"Jul",32.5166666666667
"A2",2020,"Jul",205,17,0,"Jul",29.9944444444444
"A2",2020,"Jul",205,18,0,"Jul",27.7
"A2",2020,"Jul",205,19,0,"Jul",24.9777777777778
"A2",2020,"Jul",205,20,0,"Jul",22.85
"A2",2020,"Jul",205,21,0,"Jul",21.5833333333333
"A2",2020,"Jul",205,22,0,"Jul",21.1666666666667
"A2",2020,"Jul",206,1,0,"Jul",19.0444444444444
"A2",2020,"Jul",206,2,0,"Jul",18
"A2",2020,"Jul",206,3,0,"Jul",17.3444444444444
"A2",2020,"Jul",206,4,0,"Jul",17.2611111111111
"A2",2020,"Jul",206,5,0,"Jul",15.8222222222222
"A2",2020,"Jul",206,6,0,"Jul",16.6555555555556
"A2",2020,"Jul",206,7,0,"Jul",20.1722222222222
"A2",2020,"Jul",206,8,0,"Jul",24.2666666666667
"A2",2020,"Jul",206,9,0,"Jul",27.5
"A2",2020,"Jul",206,10,0,"Jul",29.65
"A2",2020,"Jul",206,11,0,"Jul",31.1944444444444
"A2",2020,"Jul",206,12,0,"Jul",33.3166666666667
"A2",2020,"Jul",206,13,0,"Jul",35.4111111111111
"A2",2020,"Jul",206,14,0,"Jul",35.8444444444444
"A2",2020,"Jul",206,15,0,"Jul",35.4
"A2",2020,"Jul",206,16,0,"Jul",33.9055555555556
"A2",2020,"Jul",206,17,0,"Jul",31.5333333333333
"A2",2020,"Jul",206,18,0,"Jul",28.7111111111111
"A2",2020,"Jul",206,19,0,"Jul",26.3222222222222
"A2",2020,"Jul",206,20,0,"Jul",24.4
"A2",2020,"Jul",206,21,0,"Jul",23.3611111111111
"A2",2020,"Jul",206,22,0,"Jul",21.8777777777778
"A2",2020,"Jul",206,23,0,"Jul",22.2888888888889
"A2",2020,"Jul",207,0,0,"Jul",21.6722222222222
"A2",2020,"Jul",207,1,0,"Jul",20.1444444444444
"A2",2020,"Jul",207,2,0,"Jul",18.9611111111111
"A2",2020,"Jul",207,3,0,"Jul",17.7722222222222
"A2",2020,"Jul",207,4,0,"Jul",17.5166666666667
"A2",2020,"Jul",207,5,2,"Jul",17.0222222222222
"A2",2020,"Jul",207,6,0,"Jul",17.3666666666667
"A2",2020,"Jul",207,7,0,"Jul",19.9666666666667
"A2",2020,"Jul",207,8,0,"Jul",23.6388888888889
"A2",2020,"Jul",207,9,0,"Jul",26.9333333333333
"A2",2020,"Jul",207,10,0,"Jul",29.1222222222222
"A2",2020,"Jul",207,11,0,"Jul",31.6555555555556
"A2",2020,"Jul",207,12,0,"Jul",33.4777777777778
"A2",2020,"Jul",207,13,0,"Jul",35.6333333333333
"A2",2020,"Jul",207,14,0,"Jul",36.3944444444444
"A2",2020,"Jul",207,15,0,"Jul",35.9055555555556
"A2",2020,"Jul",207,16,0,"Jul",34.4611111111111
"A2",2020,"Jul",207,17,0,"Jul",31.9444444444444
"A2",2020,"Jul",207,18,0,"Jul",29.25
"A2",2020,"Jul",207,19,0,"Jul",26.4722222222222
"A2",2020,"Jul",207,20,0,"Jul",24.9277777777778
"A2",2020,"Jul",207,21,0,"Jul",23.2722222222222
"A2",2020,"Jul",207,22,0,"Jul",21.7722222222222
"A2",2020,"Jul",207,23,0,"Jul",22.4833333333333
