"site2","Yr","Mnth.x","Julian","Hr","count","Mnth.y","degc_avg"
"B",2019,"Oct",274,12,0,"Oct",23.4888888888889
"B",2019,"Oct",274,13,0,"Oct",24.3777777777778
"B",2019,"Oct",274,14,0,"Oct",24.7611111111111
"B",2019,"Oct",274,15,0,"Oct",24.4111111111111
"B",2019,"Oct",274,16,0,"Oct",23.85
"B",2019,"Oct",274,17,0,"Oct",22.3222222222222
"B",2019,"Oct",274,18,0,"Oct",15.7388888888889
"B",2019,"Oct",274,19,0,"Oct",13.3722222222222
"B",2019,"Oct",274,20,0,"Oct",12.6833333333333
"B",2019,"Oct",274,21,0,"Oct",11.3722222222222
"B",2019,"Oct",275,1,0,"Oct",8.61111111111111
"B",2019,"Oct",275,3,0,"Oct",7.77777777777778
"B",2019,"Oct",275,4,0,"Oct",9.57222222222222
"B",2019,"Oct",275,6,0,"Oct",8.64444444444445
"B",2019,"Oct",275,7,0,"Oct",10.7333333333333
"B",2019,"Oct",275,8,0,"Oct",16.6611111111111
"B",2019,"Oct",275,9,0,"Oct",21
"B",2019,"Oct",275,10,0,"Oct",24.0444444444444
"B",2019,"Oct",275,11,0,"Oct",25.4888888888889
"B",2019,"Oct",275,12,0,"Oct",26.5
"B",2019,"Oct",275,13,0,"Oct",27.6277777777778
"B",2019,"Oct",275,14,0,"Oct",28.1777777777778
"B",2019,"Oct",275,15,0,"Oct",28.1222222222222
"B",2019,"Oct",275,16,0,"Oct",28.2277777777778
"B",2019,"Oct",275,17,0,"Oct",25.8944444444444
"B",2019,"Oct",275,18,0,"Oct",18.3055555555556
"B",2019,"Oct",275,19,0,"Oct",15.9055555555556
"B",2019,"Oct",275,20,0,"Oct",15.1722222222222
"B",2019,"Oct",275,21,0,"Oct",13.9
"B",2019,"Oct",275,22,0,"Oct",12.9222222222222
"B",2019,"Oct",275,23,0,"Oct",11.5444444444444
"B",2019,"Oct",276,0,0,"Oct",13.0833333333333
"B",2019,"Oct",276,2,0,"Oct",11.4944444444444
"B",2019,"Oct",276,3,0,"Oct",10.6
"B",2019,"Oct",276,4,0,"Oct",11.1555555555556
"B",2019,"Oct",276,5,0,"Oct",12.2722222222222
"B",2019,"Oct",276,6,0,"Oct",11.4333333333333
"B",2019,"Oct",276,7,0,"Oct",13.0166666666667
"B",2019,"Oct",276,8,0,"Oct",18.1388888888889
"B",2019,"Oct",276,9,0,"Oct",23.7833333333333
"B",2019,"Oct",276,10,0,"Oct",26.3
"B",2019,"Oct",276,11,0,"Oct",27.6833333333333
"B",2019,"Oct",276,12,0,"Oct",29.0777777777778
"B",2019,"Oct",276,13,0,"Oct",29.3944444444444
"B",2019,"Oct",276,14,0,"Oct",30.3388888888889
"B",2019,"Oct",276,15,0,"Oct",30.6944444444444
"B",2019,"Oct",276,16,0,"Oct",30.0055555555556
"B",2019,"Oct",276,17,0,"Oct",26.6277777777778
"B",2019,"Oct",276,19,0,"Oct",17.4444444444444
"B",2019,"Oct",276,20,0,"Oct",16.2666666666667
"B",2019,"Oct",276,21,0,"Oct",15.7722222222222
"B",2019,"Oct",276,22,0,"Oct",14.3055555555556
"B",2019,"Oct",276,23,0,"Oct",13.4444444444444
"B",2019,"Oct",277,1,0,"Oct",10.9722222222222
"B",2019,"Oct",277,2,0,"Oct",11.4555555555556
"B",2019,"Oct",277,3,0,"Oct",11.2833333333333
"B",2019,"Oct",277,4,0,"Oct",10.3611111111111
"B",2019,"Oct",277,5,0,"Oct",8.91666666666666
"B",2019,"Oct",277,6,0,"Oct",8.26111111111111
"B",2019,"Oct",277,7,0,"Oct",11.9
"B",2019,"Oct",277,8,0,"Oct",17.15
"B",2019,"Oct",277,9,0,"Oct",20.4666666666667
"B",2019,"Oct",277,10,0,"Oct",22.9166666666667
"B",2019,"Oct",277,11,0,"Oct",25.1166666666667
"B",2019,"Oct",277,12,0,"Oct",26.7055555555556
"B",2019,"Oct",277,13,0,"Oct",26.9888888888889
"B",2019,"Oct",277,14,0,"Oct",27.4777777777778
"B",2019,"Oct",277,15,0,"Oct",26.35
"B",2019,"Oct",277,16,0,"Oct",26.2833333333333
"B",2019,"Oct",277,17,0,"Oct",23.4888888888889
"B",2019,"Oct",277,18,0,"Oct",17.5333333333333
"B",2019,"Oct",277,19,0,"Oct",15.5166666666667
"B",2019,"Oct",277,20,0,"Oct",14.9888888888889
"B",2019,"Oct",277,21,0,"Oct",13.9944444444444
"B",2019,"Oct",277,22,0,"Oct",12.9222222222222
"B",2019,"Oct",277,23,0,"Oct",12.2222222222222
"B",2019,"Oct",278,0,0,"Oct",11.6555555555556
"B",2019,"Oct",278,1,0,"Oct",12.7888888888889
"B",2019,"Oct",278,2,0,"Oct",12.05
"B",2019,"Oct",278,3,0,"Oct",12.0722222222222
"B",2019,"Oct",278,4,0,"Oct",9.81666666666667
"B",2019,"Oct",278,5,0,"Oct",7.98888888888889
"B",2019,"Oct",278,6,0,"Oct",7.37222222222222
"B",2019,"Oct",278,7,0,"Oct",11.8944444444444
"B",2019,"Oct",278,8,0,"Oct",18.0388888888889
"B",2019,"Oct",278,9,0,"Oct",22.1166666666667
"B",2019,"Oct",278,10,0,"Oct",24.9555555555556
"B",2019,"Oct",278,11,0,"Oct",27.05
"B",2019,"Oct",278,12,0,"Oct",28.3777777777778
"B",2019,"Oct",278,13,0,"Oct",29.1833333333333
"B",2019,"Oct",278,14,0,"Oct",30.0666666666667
"B",2019,"Oct",278,15,0,"Oct",30.0888888888889
"B",2019,"Oct",278,16,0,"Oct",29.1333333333333
"B",2019,"Oct",278,17,0,"Oct",26.7111111111111
"B",2019,"Oct",278,20,0,"Oct",15.2444444444444
"B",2019,"Oct",278,22,0,"Oct",14.3444444444444
"B",2019,"Oct",278,23,0,"Oct",13.2944444444444
"B",2019,"Oct",279,1,0,"Oct",10.3722222222222
"B",2019,"Oct",279,2,0,"Oct",14.1444444444444
"B",2019,"Oct",279,3,0,"Oct",15.1
"B",2019,"Oct",279,5,0,"Oct",11.9222222222222
"B",2019,"Oct",279,6,0,"Oct",13.2055555555556
"B",2019,"Oct",279,7,0,"Oct",14.2055555555556
"B",2019,"Oct",279,8,0,"Oct",19.4777777777778
"B",2019,"Oct",279,9,0,"Oct",24.9055555555556
"B",2019,"Oct",279,10,0,"Oct",27.8166666666667
"B",2019,"Oct",279,11,0,"Oct",29.6444444444444
"B",2019,"Oct",279,12,0,"Oct",31.25
"B",2019,"Oct",279,13,0,"Oct",32.3166666666667
"B",2019,"Oct",279,14,0,"Oct",32.9888888888889
"B",2019,"Oct",279,15,0,"Oct",32.6888888888889
"B",2019,"Oct",279,21,0,"Oct",18.3277777777778
"B",2019,"Oct",279,23,0,"Oct",17.0388888888889
"B",2019,"Oct",280,0,0,"Oct",15.8611111111111
"B",2019,"Oct",280,6,0,"Oct",13.4166666666667
"B",2019,"Oct",280,7,0,"Oct",15.35
"B",2019,"Oct",280,8,0,"Oct",21.1888888888889
"B",2019,"Oct",280,9,0,"Oct",26.3166666666667
"B",2019,"Oct",280,10,0,"Oct",30.25
"B",2019,"Oct",280,11,0,"Oct",32.1833333333333
"B",2019,"Oct",280,12,0,"Oct",33.3555555555556
"B",2019,"Oct",280,13,0,"Oct",34.5444444444444
"B",2019,"Oct",280,14,0,"Oct",35.3166666666667
"B",2019,"Oct",280,15,0,"Oct",34.7333333333333
"B",2019,"Oct",280,19,0,"Oct",20.8722222222222
"B",2019,"Oct",280,20,0,"Oct",20.1277777777778
"B",2019,"Oct",280,22,0,"Oct",15.7777777777778
"B",2019,"Oct",281,1,0,"Oct",15.55
"B",2019,"Oct",281,2,0,"Oct",15.6444444444444
"B",2019,"Oct",281,3,0,"Oct",11.8055555555556
"B",2019,"Oct",281,5,0,"Oct",12.6277777777778
"B",2019,"Oct",281,6,0,"Oct",14.1833333333333
"B",2019,"Oct",281,7,0,"Oct",16.3666666666667
"B",2019,"Oct",281,9,0,"Oct",26.9833333333333
"B",2019,"Oct",281,10,0,"Oct",30.5888888888889
"B",2019,"Oct",281,11,0,"Oct",32.3111111111111
"B",2019,"Oct",281,12,0,"Oct",33.6666666666667
"B",2019,"Oct",281,21,0,"Oct",18.3111111111111
"B",2019,"Oct",281,22,0,"Oct",17.0277777777778
"B",2019,"Oct",281,23,0,"Oct",19.0666666666667
"B",2019,"Oct",282,1,0,"Oct",18.1555555555556
"B",2019,"Oct",282,2,0,"Oct",16.8777777777778
"B",2019,"Oct",282,3,0,"Oct",15.4166666666667
"B",2019,"Oct",282,7,0,"Oct",16.5444444444444
"B",2019,"Oct",282,8,0,"Oct",21.8111111111111
"B",2019,"Oct",282,9,0,"Oct",23.6055555555556
"B",2019,"Oct",282,10,0,"Oct",23.9611111111111
"B",2019,"Oct",282,11,0,"Oct",25.7611111111111
"B",2019,"Oct",282,12,0,"Oct",27.1
"B",2019,"Oct",282,13,0,"Oct",27.0611111111111
"B",2019,"Oct",282,14,0,"Oct",26.95
"B",2019,"Oct",282,15,0,"Oct",25.4777777777778
"B",2019,"Oct",282,16,0,"Oct",24.5055555555556
"B",2019,"Oct",282,17,0,"Oct",21.6
"B",2019,"Oct",282,18,0,"Oct",17.8944444444444
"B",2019,"Oct",282,19,0,"Oct",16.8388888888889
"B",2019,"Oct",282,20,0,"Oct",15.6666666666667
"B",2019,"Oct",282,21,0,"Oct",15.6111111111111
"B",2019,"Oct",282,22,0,"Oct",14.8888888888889
"B",2019,"Oct",283,2,0,"Oct",8.82222222222222
"B",2019,"Oct",283,4,0,"Oct",8.73888888888889
"B",2019,"Oct",283,5,0,"Oct",7.41111111111111
"B",2019,"Oct",283,6,0,"Oct",8.29444444444444
"B",2019,"Oct",283,7,0,"Oct",12.0722222222222
"B",2019,"Oct",283,8,0,"Oct",16.6333333333333
"B",2019,"Oct",283,9,0,"Oct",18.1722222222222
"B",2019,"Oct",283,10,0,"Oct",21.1722222222222
"B",2019,"Oct",283,11,0,"Oct",23.8055555555556
"B",2019,"Oct",283,12,0,"Oct",25.4388888888889
"B",2019,"Oct",283,13,0,"Oct",26.4055555555556
"B",2019,"Oct",283,14,0,"Oct",27.4333333333333
"B",2019,"Oct",283,18,0,"Oct",15.1944444444444
"B",2019,"Oct",283,19,0,"Oct",14.2944444444444
"B",2019,"Oct",283,20,0,"Oct",12.9888888888889
"B",2019,"Oct",283,21,0,"Oct",11.9666666666667
"B",2019,"Oct",283,22,0,"Oct",11.2166666666667
"B",2019,"Oct",283,23,0,"Oct",9.72777777777778
"B",2019,"Oct",284,0,0,"Oct",9.82777777777778
"B",2019,"Oct",284,2,0,"Oct",10.5722222222222
"B",2019,"Oct",284,3,0,"Oct",9.82222222222222
"B",2019,"Oct",284,6,0,"Oct",8.20555555555556
"B",2019,"Oct",284,7,0,"Oct",9.77777777777778
"B",2019,"Oct",284,8,0,"Oct",16.2833333333333
"B",2019,"Oct",284,9,0,"Oct",23.7888888888889
"B",2019,"Oct",284,10,0,"Oct",26.7277777777778
"B",2019,"Oct",284,11,0,"Oct",28.5111111111111
"B",2019,"Oct",284,12,0,"Oct",30.1666666666667
"B",2019,"Oct",284,13,0,"Oct",30.7388888888889
"B",2019,"Oct",284,14,0,"Oct",30.6555555555556
"B",2019,"Oct",284,16,0,"Oct",26.6944444444444
"B",2019,"Oct",284,17,0,"Oct",23.5222222222222
"B",2019,"Oct",284,18,0,"Oct",18.2555555555556
"B",2019,"Oct",284,19,0,"Oct",15.3611111111111
"B",2019,"Oct",284,20,0,"Oct",13.5722222222222
"B",2019,"Oct",284,21,0,"Oct",11.4277777777778
"B",2019,"Oct",284,22,0,"Oct",11.9611111111111
"B",2019,"Oct",284,23,0,"Oct",11.9333333333333
"B",2019,"Oct",285,4,0,"Oct",10.3333333333333
"B",2019,"Oct",285,7,0,"Oct",13.9277777777778
"B",2019,"Oct",285,8,0,"Oct",17.7611111111111
"B",2019,"Oct",285,9,0,"Oct",23.2666666666667
"B",2019,"Oct",285,10,0,"Oct",26.7555555555556
"B",2019,"Oct",285,11,0,"Oct",28.05
"B",2019,"Oct",285,12,0,"Oct",29.0277777777778
"B",2019,"Oct",285,13,0,"Oct",30.3111111111111
"B",2019,"Oct",285,15,0,"Oct",31.1388888888889
"B",2019,"Oct",285,16,0,"Oct",29.1944444444444
"B",2019,"Oct",285,17,0,"Oct",23.7
"B",2019,"Oct",285,18,0,"Oct",17.2055555555556
"B",2019,"Oct",285,19,0,"Oct",15.8
"B",2019,"Oct",285,20,0,"Oct",14.6555555555556
"B",2019,"Oct",285,21,0,"Oct",14.75
"B",2019,"Oct",285,22,0,"Oct",14.3388888888889
"B",2019,"Oct",285,23,0,"Oct",13.8111111111111
"B",2019,"Oct",286,1,0,"Oct",14.7666666666667
"B",2019,"Oct",286,2,0,"Oct",11.3611111111111
"B",2019,"Oct",286,4,0,"Oct",9.54444444444444
"B",2019,"Oct",286,5,0,"Oct",9.16111111111111
"B",2019,"Oct",286,6,0,"Oct",8.57222222222222
"B",2019,"Oct",286,7,0,"Oct",12.25
"B",2019,"Oct",286,8,0,"Oct",18.2277777777778
"B",2019,"Oct",286,9,0,"Oct",23.8611111111111
"B",2019,"Oct",286,10,0,"Oct",27.35
"B",2019,"Oct",286,11,0,"Oct",28.4
"B",2019,"Oct",286,12,0,"Oct",29.5444444444444
"B",2019,"Oct",286,13,0,"Oct",30.0555555555556
"B",2019,"Oct",286,14,0,"Oct",31.6833333333333
"B",2019,"Oct",286,15,0,"Oct",30.6555555555556
"B",2019,"Oct",286,16,0,"Oct",27.2111111111111
"B",2019,"Oct",286,17,0,"Oct",23.7388888888889
"B",2019,"Oct",286,18,0,"Oct",19.4888888888889
"B",2019,"Oct",286,19,0,"Oct",18.7166666666667
"B",2019,"Oct",286,20,0,"Oct",17.1444444444444
"B",2019,"Oct",286,21,0,"Oct",16.3222222222222
"B",2019,"Oct",286,22,0,"Oct",14.8555555555556
"B",2019,"Oct",286,23,0,"Oct",14.9333333333333
"B",2019,"Oct",287,0,0,"Oct",14.1333333333333
"B",2019,"Oct",287,1,0,"Oct",12.0333333333333
"B",2019,"Oct",287,2,0,"Oct",11.8388888888889
"B",2019,"Oct",287,3,0,"Oct",9.44444444444444
"B",2019,"Oct",287,4,0,"Oct",9.58888888888889
"B",2019,"Oct",287,5,0,"Oct",8.41111111111111
"B",2019,"Oct",287,6,0,"Oct",9.23333333333333
"B",2019,"Oct",287,7,0,"Oct",12.05
"B",2019,"Oct",287,8,0,"Oct",17.2055555555556
"B",2019,"Oct",287,9,0,"Oct",22.2111111111111
"B",2019,"Oct",287,10,0,"Oct",25.5277777777778
"B",2019,"Oct",287,11,0,"Oct",27.9888888888889
"B",2019,"Oct",287,13,0,"Oct",29.5111111111111
"B",2019,"Oct",287,14,0,"Oct",30.8333333333333
"B",2019,"Oct",287,16,0,"Oct",28.4888888888889
"B",2019,"Oct",287,17,0,"Oct",23.2888888888889
"B",2019,"Oct",287,18,0,"Oct",17.5666666666667
"B",2019,"Oct",287,19,0,"Oct",16.6166666666667
"B",2019,"Oct",287,20,0,"Oct",15.65
"B",2019,"Oct",287,21,0,"Oct",15.0444444444444
"B",2019,"Oct",287,22,0,"Oct",12.9666666666667
"B",2019,"Oct",288,0,0,"Oct",12.5611111111111
"B",2019,"Oct",288,1,0,"Oct",12.9777777777778
"B",2019,"Oct",288,2,0,"Oct",12.35
"B",2019,"Oct",288,3,0,"Oct",9.43333333333333
"B",2019,"Oct",288,4,0,"Oct",9.40555555555556
"B",2019,"Oct",288,5,0,"Oct",10.4277777777778
"B",2019,"Oct",288,6,0,"Oct",12.05
"B",2019,"Oct",288,7,0,"Oct",12.5833333333333
"B",2019,"Oct",288,8,0,"Oct",16.75
"B",2019,"Oct",288,9,0,"Oct",23.1277777777778
"B",2019,"Oct",288,10,0,"Oct",26.85
"B",2019,"Oct",288,11,0,"Oct",29.5222222222222
"B",2019,"Oct",288,12,0,"Oct",30.5444444444444
"B",2019,"Oct",288,13,0,"Oct",31.1555555555556
"B",2019,"Oct",288,14,0,"Oct",31.2111111111111
"B",2019,"Oct",288,15,0,"Oct",31.0166666666667
"B",2019,"Oct",288,16,0,"Oct",30.65
"B",2019,"Oct",288,17,0,"Oct",24.0388888888889
"B",2019,"Oct",288,18,0,"Oct",18.6944444444444
"B",2019,"Oct",288,19,0,"Oct",17.1944444444444
"B",2019,"Oct",288,20,0,"Oct",15.4611111111111
"B",2019,"Oct",288,21,0,"Oct",14.2055555555556
"B",2019,"Oct",288,22,0,"Oct",14.4833333333333
"B",2019,"Oct",288,23,0,"Oct",13.4833333333333
"B",2019,"Oct",289,0,0,"Oct",12.2722222222222
"B",2019,"Oct",289,1,0,"Oct",11.8611111111111
"B",2019,"Oct",289,2,0,"Oct",11.9333333333333
"B",2019,"Oct",289,3,0,"Oct",12.5666666666667
"B",2019,"Oct",289,4,0,"Oct",12.1944444444444
"B",2019,"Oct",289,5,0,"Oct",10.3111111111111
"B",2019,"Oct",289,6,0,"Oct",10.65
"B",2019,"Oct",289,7,0,"Oct",11.8888888888889
"B",2019,"Oct",289,8,0,"Oct",18.0444444444444
"B",2019,"Oct",289,9,0,"Oct",22.8944444444444
"B",2019,"Oct",289,10,0,"Oct",26.6555555555556
"B",2019,"Oct",289,11,0,"Oct",27.2777777777778
"B",2019,"Oct",289,12,0,"Oct",29.5722222222222
"B",2019,"Oct",289,13,0,"Oct",28.9388888888889
"B",2019,"Oct",289,14,0,"Oct",29.65
"B",2019,"Oct",289,15,0,"Oct",28.6722222222222
"B",2019,"Oct",289,16,0,"Oct",24.9722222222222
"B",2019,"Oct",289,17,0,"Oct",21.2555555555556
"B",2019,"Oct",289,18,0,"Oct",18.8444444444444
"B",2019,"Oct",289,19,0,"Oct",17.6833333333333
"B",2019,"Oct",289,20,0,"Oct",17.0666666666667
"B",2019,"Oct",289,21,0,"Oct",15.8555555555556
"B",2019,"Oct",289,22,0,"Oct",15.2166666666667
"B",2019,"Oct",289,23,0,"Oct",14.7111111111111
"B",2019,"Oct",290,0,0,"Oct",14.6166666666667
"B",2019,"Oct",290,1,0,"Oct",14.4055555555556
"B",2019,"Oct",290,2,0,"Oct",13.0388888888889
"B",2019,"Oct",290,3,0,"Oct",12.4944444444444
"B",2019,"Oct",290,4,0,"Oct",11.8222222222222
"B",2019,"Oct",290,5,0,"Oct",11.9333333333333
"B",2019,"Oct",290,6,0,"Oct",11.7166666666667
"B",2019,"Oct",290,7,0,"Oct",12.2722222222222
"B",2019,"Oct",290,8,0,"Oct",17.1555555555556
"B",2019,"Oct",290,9,0,"Oct",21.85
"B",2019,"Oct",290,10,0,"Oct",24.0611111111111
"B",2019,"Oct",290,11,0,"Oct",25.5722222222222
"B",2019,"Oct",290,12,0,"Oct",25.9444444444444
"B",2019,"Oct",290,13,0,"Oct",26.3555555555556
"B",2019,"Oct",290,14,0,"Oct",25.0388888888889
"B",2019,"Oct",290,15,0,"Oct",24.0555555555556
"B",2019,"Oct",290,16,0,"Oct",22.6388888888889
"B",2019,"Oct",290,17,0,"Oct",19.3111111111111
"B",2019,"Oct",290,18,0,"Oct",15.85
"B",2019,"Oct",290,19,0,"Oct",14.9333333333333
"B",2019,"Oct",290,20,0,"Oct",14.1777777777778
"B",2019,"Oct",290,21,0,"Oct",13.7055555555556
"B",2019,"Oct",290,22,0,"Oct",14.0277777777778
"B",2019,"Oct",290,23,0,"Oct",15.0722222222222
"B",2019,"Oct",291,0,0,"Oct",14.2888888888889
"B",2019,"Oct",291,1,0,"Oct",12.9944444444444
"B",2019,"Oct",291,2,0,"Oct",13.7444444444444
"B",2019,"Oct",291,3,0,"Oct",12.6777777777778
"B",2019,"Oct",291,4,0,"Oct",12.3222222222222
"B",2019,"Oct",291,5,0,"Oct",10.9777777777778
"B",2019,"Oct",291,6,0,"Oct",9.58333333333333
"B",2019,"Oct",291,7,0,"Oct",11.8277777777778
"B",2019,"Oct",291,8,0,"Oct",17.85
"B",2019,"Oct",291,9,0,"Oct",20.8666666666667
"B",2019,"Oct",291,10,0,"Oct",22.5888888888889
"B",2019,"Oct",291,11,0,"Oct",24.1833333333333
"B",2019,"Oct",291,12,0,"Oct",24.7944444444444
"B",2019,"Oct",291,13,0,"Oct",24.8222222222222
"B",2019,"Oct",291,14,0,"Oct",25.75
"B",2019,"Oct",291,15,0,"Oct",25.2
"B",2019,"Oct",291,16,0,"Oct",24.5166666666667
"B",2019,"Oct",291,17,0,"Oct",19.6944444444444
"B",2019,"Oct",291,18,0,"Oct",15.6722222222222
"B",2019,"Oct",291,19,0,"Oct",14.7166666666667
"B",2019,"Oct",291,20,0,"Oct",13.9333333333333
"B",2019,"Oct",291,22,0,"Oct",12.2555555555556
"B",2019,"Oct",291,23,0,"Oct",11.9611111111111
"B",2019,"Oct",292,0,0,"Oct",10.9055555555556
"B",2019,"Oct",292,1,0,"Oct",10.6277777777778
"B",2019,"Oct",292,2,0,"Oct",10.1944444444444
"B",2019,"Oct",292,3,0,"Oct",9.90555555555556
"B",2019,"Oct",292,4,0,"Oct",8.73333333333333
"B",2019,"Oct",292,5,0,"Oct",8.78888888888889
"B",2019,"Oct",292,6,0,"Oct",8.37777777777778
"B",2019,"Oct",292,7,0,"Oct",11.4611111111111
"B",2019,"Oct",292,8,0,"Oct",15.8055555555556
"B",2019,"Oct",292,9,0,"Oct",19.3777777777778
"B",2019,"Oct",292,10,0,"Oct",22.1
"B",2019,"Oct",292,11,0,"Oct",23.8444444444444
"B",2019,"Oct",292,12,0,"Oct",25.2388888888889
"B",2019,"Oct",292,13,0,"Oct",26.5055555555556
"B",2019,"Oct",292,14,0,"Oct",26.8388888888889
"B",2019,"Oct",292,15,0,"Oct",27.0444444444444
"B",2019,"Oct",292,16,0,"Oct",26.5
"B",2019,"Oct",292,17,0,"Oct",21.2666666666667
"B",2019,"Oct",292,18,0,"Oct",16.8444444444444
"B",2019,"Oct",292,19,0,"Oct",15.4333333333333
"B",2019,"Oct",292,20,0,"Oct",15.0611111111111
"B",2019,"Oct",292,21,0,"Oct",14.4277777777778
"B",2019,"Oct",292,22,0,"Oct",13.7166666666667
"B",2019,"Oct",292,23,0,"Oct",14.0166666666667
"B",2019,"Oct",293,0,0,"Oct",13.6166666666667
"B",2019,"Oct",293,1,0,"Oct",14.35
"B",2019,"Oct",293,2,0,"Oct",12.7777777777778
"B",2019,"Oct",293,3,0,"Oct",11.2444444444444
"B",2019,"Oct",293,4,0,"Oct",11.0722222222222
"B",2019,"Oct",293,5,0,"Oct",10.9888888888889
"B",2019,"Oct",293,6,0,"Oct",12.3666666666667
"B",2019,"Oct",293,7,0,"Oct",14.9777777777778
"B",2019,"Oct",293,8,0,"Oct",19.7277777777778
"B",2019,"Oct",293,9,0,"Oct",21.5722222222222
"B",2019,"Oct",293,10,0,"Oct",23.2111111111111
"B",2019,"Oct",293,11,0,"Oct",23.8777777777778
"B",2019,"Oct",293,12,0,"Oct",24.4333333333333
"B",2019,"Oct",293,13,0,"Oct",24.9444444444444
"B",2019,"Oct",293,14,0,"Oct",25.5555555555556
"B",2019,"Oct",293,15,0,"Oct",25.0722222222222
"B",2019,"Oct",293,16,0,"Oct",23.95
"B",2019,"Oct",293,17,0,"Oct",19.8888888888889
"B",2019,"Oct",293,18,0,"Oct",16.1
"B",2019,"Oct",293,19,0,"Oct",15.6555555555556
"B",2019,"Oct",293,20,0,"Oct",15.4055555555556
"B",2019,"Oct",293,21,0,"Oct",14.8111111111111
"B",2019,"Oct",293,22,0,"Oct",14.4277777777778
"B",2019,"Oct",293,23,0,"Oct",14.1944444444444
"B",2019,"Oct",294,0,0,"Oct",12.8111111111111
"B",2019,"Oct",294,2,0,"Oct",12.4777777777778
"B",2019,"Oct",294,3,0,"Oct",11.7111111111111
"B",2019,"Oct",294,4,0,"Oct",10.8444444444444
"B",2019,"Oct",294,5,0,"Oct",10.2388888888889
"B",2019,"Oct",294,6,0,"Oct",10.0777777777778
"B",2019,"Oct",294,7,0,"Oct",12.9888888888889
"B",2019,"Oct",294,8,0,"Oct",19.8777777777778
"B",2019,"Oct",294,9,0,"Oct",24.5222222222222
"B",2019,"Oct",294,10,0,"Oct",25.3055555555556
"B",2019,"Oct",294,11,0,"Oct",26.3277777777778
"B",2019,"Oct",294,12,0,"Oct",27.2222222222222
"B",2019,"Oct",294,13,0,"Oct",27.9388888888889
"B",2019,"Oct",294,14,0,"Oct",27.8777777777778
"B",2019,"Oct",294,15,0,"Oct",27.5055555555556
"B",2019,"Oct",294,16,0,"Oct",26.8333333333333
"B",2019,"Oct",294,17,0,"Oct",21.7777777777778
"B",2019,"Oct",294,18,0,"Oct",18.2833333333333
"B",2019,"Oct",294,19,0,"Oct",16.6833333333333
"B",2019,"Oct",294,20,0,"Oct",16.1944444444444
"B",2019,"Oct",294,21,0,"Oct",15.4055555555556
"B",2019,"Oct",294,22,0,"Oct",14.9666666666667
"B",2019,"Oct",294,23,0,"Oct",14.2888888888889
"B",2019,"Oct",295,0,0,"Oct",13.7666666666667
"B",2019,"Oct",295,1,0,"Oct",12.9111111111111
"B",2019,"Oct",295,2,0,"Oct",15.2666666666667
"B",2019,"Oct",295,3,0,"Oct",15.4277777777778
"B",2019,"Oct",295,4,0,"Oct",14.9722222222222
"B",2019,"Oct",295,5,0,"Oct",14.2666666666667
"B",2019,"Oct",295,6,0,"Oct",13.2666666666667
"B",2019,"Oct",295,7,0,"Oct",14.7888888888889
"B",2019,"Oct",295,8,0,"Oct",19.9277777777778
"B",2019,"Oct",295,9,0,"Oct",24.8944444444444
"B",2019,"Oct",295,10,0,"Oct",28.5722222222222
"B",2019,"Oct",295,11,0,"Oct",30.2833333333333
"B",2019,"Oct",295,12,0,"Oct",31.4
"B",2019,"Oct",295,13,0,"Oct",32.0944444444444
"B",2019,"Oct",295,14,0,"Oct",32.5666666666667
"B",2019,"Oct",295,15,0,"Oct",31.8222222222222
"B",2019,"Oct",295,16,0,"Oct",31.2222222222222
"B",2019,"Oct",295,17,0,"Oct",23.8888888888889
"B",2019,"Oct",295,18,0,"Oct",19.1388888888889
"B",2019,"Oct",295,19,0,"Oct",17.7055555555556
"B",2019,"Oct",295,20,0,"Oct",16.9222222222222
"B",2019,"Oct",295,21,0,"Oct",16.3722222222222
"B",2019,"Oct",295,22,0,"Oct",16.3
"B",2019,"Oct",295,23,0,"Oct",14.7111111111111
"B",2019,"Oct",296,0,0,"Oct",13.6444444444444
"B",2019,"Oct",296,2,0,"Oct",15.3611111111111
"B",2019,"Oct",296,3,0,"Oct",15.3888888888889
"B",2019,"Oct",296,4,0,"Oct",15.3
"B",2019,"Oct",296,5,0,"Oct",12.75
"B",2019,"Oct",296,6,0,"Oct",13.5666666666667
"B",2019,"Oct",296,7,0,"Oct",15.2833333333333
"B",2019,"Oct",296,8,0,"Oct",20.8055555555556
"B",2019,"Oct",296,9,0,"Oct",26.2166666666667
"B",2019,"Oct",296,10,0,"Oct",28.9333333333333
"B",2019,"Oct",296,11,0,"Oct",29.7611111111111
"B",2019,"Oct",296,12,0,"Oct",30.5555555555556
"B",2019,"Oct",296,13,0,"Oct",30.8888888888889
"B",2019,"Oct",296,14,0,"Oct",31.8722222222222
"B",2019,"Oct",296,15,0,"Oct",32.0777777777778
"B",2019,"Oct",296,16,0,"Oct",30.5111111111111
"B",2019,"Oct",296,17,0,"Oct",23.9166666666667
"B",2019,"Oct",296,18,0,"Oct",20.3055555555556
"B",2019,"Oct",296,19,0,"Oct",19.2444444444444
"B",2019,"Oct",296,20,0,"Oct",17.6888888888889
"B",2019,"Oct",296,21,0,"Oct",17.0444444444444
"B",2019,"Oct",296,22,0,"Oct",16.7444444444444
"B",2019,"Oct",296,23,0,"Oct",15.7277777777778
"B",2019,"Oct",297,0,0,"Oct",16.9777777777778
"B",2019,"Oct",297,1,0,"Oct",17.05
