"Date_time","degf_avg","degf_lo","degf_hi","rh_avg","site"
2020-04-22 02:00:00,51.5,50.2,52.5,90.27,"MWT1"
2020-04-22 03:00:00,49.53,48.9,49.8,93.83,"MWT1"
2020-04-22 04:00:00,49.68,48.9,50.4,94.21,"MWT1"
2020-04-22 05:00:00,49.52,49.1,49.8,94.05,"MWT1"
2020-04-22 06:00:00,51.53,49.8,53.8,94.83,"MWT1"
2020-04-22 07:00:00,60.33,55,63.5,74.45,"MWT1"
2020-04-22 08:00:00,68.64,65.1,72,54.68,"MWT1"
2020-04-22 09:00:00,74.51,72.7,76.1,45.17,"MWT1"
2020-04-22 10:00:00,76.79,74.5,78.6,41.04,"MWT1"
2020-04-22 11:00:00,79.62,77.7,81.3,37.34,"MWT1"
2020-04-22 12:00:00,82.49,81.5,83.3,34.06,"MWT1"
2020-04-22 13:00:00,84.33,83.3,85.6,31.72,"MWT1"
2020-04-22 14:00:00,86.05,85.5,86.7,29.58,"MWT1"
2020-04-22 15:00:00,86.85,86,87.8,28.25,"MWT1"
2020-04-22 16:00:00,86.24,85.6,86.7,27.58,"MWT1"
2020-04-22 17:00:00,83.67,81.9,85.8,29.89,"MWT1"
2020-04-22 18:00:00,79.29,76.1,81.9,37.6,"MWT1"
2020-04-22 19:00:00,71.17,66.6,76.3,57.37,"MWT1"
2020-04-22 20:00:00,63.24,61.3,65.7,74.2,"MWT1"
2020-04-22 21:00:00,61.49,61.2,61.7,79.67,"MWT1"
2020-04-22 22:00:00,60.97,60.3,61.5,82.26,"MWT1"
2020-04-22 23:00:00,59.83,59,60.8,80.99,"MWT1"
2020-04-23 00:00:00,59.13,58.6,59.5,83.24,"MWT1"
2020-04-23 01:00:00,57.64,57.2,58.5,87.21,"MWT1"
2020-04-23 02:00:00,56.59,55.4,57.7,87.71,"MWT1"
2020-04-23 03:00:00,54.7,54.3,55.2,91.43,"MWT1"
2020-04-23 04:00:00,53.18,52.5,54.9,93.74,"MWT1"
2020-04-23 05:00:00,54.04,53.2,54.7,94.61,"MWT1"
2020-04-23 06:00:00,56.38,54.3,59.9,91.62,"MWT1"
2020-04-23 07:00:00,64.58,61.5,67.8,72.58,"MWT1"
2020-04-23 08:00:00,71.29,69.1,73.4,62.72,"MWT1"
2020-04-23 09:00:00,77.6,74.8,79.5,51.78,"MWT1"
2020-04-23 10:00:00,80.96,80.4,81.9,44.77,"MWT1"
2020-04-23 11:00:00,83.12,81.7,84.7,41.83,"MWT1"
2020-04-23 12:00:00,86.03,85.5,86.9,38.25,"MWT1"
2020-04-23 13:00:00,86.29,86,86.7,36.26,"MWT1"
2020-04-23 14:00:00,86.93,86,87.6,32.06,"MWT1"
2020-04-23 15:00:00,87.16,86.2,88.3,29.31,"MWT1"
2020-04-23 16:00:00,86.4,85.5,87.6,27.71,"MWT1"
2020-04-23 17:00:00,84.11,82.4,86.9,28.26,"MWT1"
2020-04-23 18:00:00,78.96,75.9,82.2,33.08,"MWT1"
2020-04-23 19:00:00,72.07,70.3,75.7,47.71,"MWT1"
2020-04-23 20:00:00,67.15,64.2,70.2,56.53,"MWT1"
2020-04-23 21:00:00,64.45,62.1,65.8,60.46,"MWT1"
2020-04-23 22:00:00,68.37,64.9,69.8,49.75,"MWT1"
2020-04-23 23:00:00,71.11,70.5,72.3,41.93,"MWT1"
2020-04-24 00:00:00,70.99,69.8,72.1,42.65,"MWT1"
2020-04-24 01:00:00,69.24,68.7,70.2,46.94,"MWT1"
2020-04-24 02:00:00,68.53,64.6,70.3,46.74,"MWT1"
2020-04-24 03:00:00,60.97,55.9,66.6,65.36,"MWT1"
2020-04-24 04:00:00,55.93,55,57.4,78.02,"MWT1"
2020-04-24 05:00:00,54.86,53.2,56.5,80.91,"MWT1"
2020-04-24 06:00:00,58.62,56.8,60.8,75.95,"MWT1"
2020-04-24 07:00:00,66.43,61.5,70.5,62.57,"MWT1"
2020-04-24 08:00:00,74.58,71.6,76.6,41.32,"MWT1"
2020-04-24 09:00:00,78.7,77.9,79.9,34.81,"MWT1"
2020-04-24 10:00:00,81.5,80.4,83.1,30.27,"MWT1"
2020-04-24 11:00:00,84.95,83.5,86,28.67,"MWT1"
2020-04-24 12:00:00,87.44,87.1,88.3,27.83,"MWT1"
2020-04-24 13:00:00,89.13,87.8,90,26.23,"MWT1"
2020-04-24 14:00:00,90.7,89.8,91.2,24.41,"MWT1"
2020-04-24 15:00:00,91.46,90.3,92.7,24.76,"MWT1"
2020-04-24 16:00:00,90.7,89.6,91.6,26.38,"MWT1"
2020-04-24 17:00:00,87.69,86,90.3,28.7,"MWT1"
2020-04-24 18:00:00,82.48,78.6,85.6,36.45,"MWT1"
2020-04-24 19:00:00,73.01,68.5,77.9,55.2,"MWT1"
2020-04-24 20:00:00,63.27,62.1,67.1,70.46,"MWT1"
2020-04-24 21:00:00,63.21,62.1,64.4,69.76,"MWT1"
2020-04-24 22:00:00,63.45,63,64.6,67.31,"MWT1"
2020-04-24 23:00:00,62.83,61.9,63.7,67.98,"MWT1"
2020-04-25 00:00:00,62.18,61.7,62.8,68.32,"MWT1"
2020-04-25 01:00:00,62.08,61.2,62.8,66.6,"MWT1"
2020-04-25 02:00:00,58.73,56.8,60.8,73.72,"MWT1"
2020-04-25 03:00:00,56.34,55.8,57.2,77.23,"MWT1"
2020-04-25 04:00:00,54.78,53.2,56.8,79.87,"MWT1"
2020-04-25 05:00:00,54.53,54.1,55.8,80.99,"MWT1"
2020-04-25 06:00:00,56.98,55,60.4,81.6,"MWT1"
2020-04-25 07:00:00,66.18,60.8,71.4,69.61,"MWT1"
2020-04-25 08:00:00,79.18,73.4,82.2,44.69,"MWT1"
2020-04-25 09:00:00,83.83,82.8,84.6,36.24,"MWT1"
2020-04-25 10:00:00,86.21,84.9,87.6,35.08,"MWT1"
2020-04-25 11:00:00,89.03,88.2,90.3,31.93,"MWT1"
2020-04-25 12:00:00,90.79,90,91.6,28.81,"MWT1"
2020-04-25 13:00:00,92.43,91.8,93.2,28.02,"MWT1"
2020-04-25 14:00:00,93.96,93.4,94.5,26.37,"MWT1"
2020-04-25 15:00:00,93.43,92.5,94.6,24.79,"MWT1"
2020-04-25 16:00:00,92.75,92.1,93.6,26.18,"MWT1"
2020-04-25 17:00:00,89.85,88,92.3,29.83,"MWT1"
2020-04-25 18:00:00,84.16,80.2,87.1,37.37,"MWT1"
2020-04-25 19:00:00,74.16,69.8,79,51.88,"MWT1"
2020-04-25 20:00:00,67.5,66.6,69.1,60.87,"MWT1"
2020-04-25 21:00:00,67.19,66.9,67.6,63.05,"MWT1"
2020-04-25 22:00:00,67.25,65.7,68.4,56.34,"MWT1"
2020-04-25 23:00:00,64.32,63.5,65.1,59.05,"MWT1"
2020-04-26 00:00:00,63.33,62.1,64.2,61.88,"MWT1"
2020-04-26 01:00:00,63.56,62.1,65.3,61.79,"MWT1"
2020-04-26 02:00:00,61.53,60.8,62.1,67.22,"MWT1"
2020-04-26 03:00:00,60.65,59.4,61.9,73.46,"MWT1"
2020-04-26 04:00:00,57.95,56.7,59.2,78.9,"MWT1"
2020-04-26 05:00:00,56.22,55.6,57,80.81,"MWT1"
2020-04-26 06:00:00,60.49,57.2,66.2,75.09,"MWT1"
2020-04-26 07:00:00,67.93,66.7,69.8,60.39,"MWT1"
2020-04-26 08:00:00,74.27,71.1,76.8,50.5,"MWT1"
2020-04-26 09:00:00,80.73,77.9,83.3,37.78,"MWT1"
2020-04-26 10:00:00,84.03,83.1,84.9,31.29,"MWT1"
2020-04-26 11:00:00,87.24,84.9,89.2,29.08,"MWT1"
2020-04-26 12:00:00,89.18,87.8,90.3,26.95,"MWT1"
2020-04-26 13:00:00,91.63,90.5,92.8,24.96,"MWT1"
2020-04-26 14:00:00,92.49,91.8,93.2,23.99,"MWT1"
2020-04-26 15:00:00,92.15,91,92.8,24.41,"MWT1"
2020-04-26 16:00:00,92.21,90.7,93.7,23.45,"MWT1"
2020-04-26 17:00:00,88.48,85.6,91.8,25.72,"MWT1"
2020-04-26 18:00:00,83.12,80.1,85.8,32.7,"MWT1"
2020-04-26 19:00:00,75.86,72.7,79.2,44.62,"MWT1"
2020-04-26 20:00:00,69.68,68.7,72.5,53.19,"MWT1"
2020-04-26 21:00:00,69.99,68,71.2,43.33,"MWT1"
2020-04-26 22:00:00,66.66,64.8,67.3,51.86,"MWT1"
2020-04-26 23:00:00,63.13,61.7,64,56.68,"MWT1"
2020-04-27 00:00:00,61.18,60.4,61.9,58.27,"MWT1"
2020-04-27 01:00:00,57.83,56.7,59.9,63.22,"MWT1"
2020-04-27 02:00:00,56.42,55.8,57,66.51,"MWT1"
2020-04-27 03:00:00,54.77,53.4,56.1,67.88,"MWT1"
2020-04-27 04:00:00,53.68,52.9,54.3,67.27,"MWT1"
2020-04-27 05:00:00,52.3,52,52.9,69.94,"MWT1"
2020-04-27 06:00:00,55.05,52.2,58.5,70.98,"MWT1"
2020-04-27 07:00:00,64.63,59.4,68.9,56.87,"MWT1"
2020-04-27 08:00:00,72.58,70,73.9,35.13,"MWT1"
2020-04-27 09:00:00,75.35,72.9,77.4,33.22,"MWT1"
2020-04-27 10:00:00,79.05,77.5,80.1,30.68,"MWT1"
2020-04-27 11:00:00,83.82,81.5,86.4,26.03,"MWT1"
2020-04-27 12:00:00,86.68,85.8,87.6,24.03,"MWT1"
2020-04-27 13:00:00,88.47,87.8,89.2,23.58,"MWT1"
2020-04-27 14:00:00,89.11,88.5,89.8,23.78,"MWT1"
2020-04-27 15:00:00,89.59,88.3,90.5,23.05,"MWT1"
2020-04-27 16:00:00,89.23,88.2,90.1,22.52,"MWT1"
2020-04-27 17:00:00,85.68,83.7,88.7,24.34,"MWT1"
2020-04-27 18:00:00,81.36,78.3,84.2,33.76,"MWT1"
2020-04-27 19:00:00,76.43,75.2,78.4,38.38,"MWT1"
2020-04-27 20:00:00,73.59,72.3,75,40.68,"MWT1"
2020-04-27 21:00:00,70.05,67.6,72.1,44.32,"MWT1"
2020-04-27 22:00:00,65.75,63,70.9,51.72,"MWT1"
2020-04-27 23:00:00,61.98,61.2,63.1,60.8,"MWT1"
2020-04-28 00:00:00,61.68,60.6,63,62.15,"MWT1"
2020-04-28 01:00:00,61.37,60.6,62.4,62.43,"MWT1"
2020-04-28 02:00:00,61.05,60.1,62.1,63.87,"MWT1"
2020-04-28 03:00:00,59.23,57.4,60.8,72.35,"MWT1"
2020-04-28 04:00:00,55.79,54.9,57,77.12,"MWT1"
2020-04-28 05:00:00,55.27,55,55.8,77.67,"MWT1"
2020-04-28 06:00:00,58.45,55,62.4,71.59,"MWT1"
2020-04-28 07:00:00,67.13,63.5,71.4,62.73,"MWT1"
2020-04-28 08:00:00,75.8,71.8,79.3,49.2,"MWT1"
2020-04-28 09:00:00,80.04,79,81.3,45.08,"MWT1"
2020-04-28 10:00:00,82.87,80.8,84.9,43.76,"MWT1"
2020-04-28 11:00:00,86.85,86,87.6,37.39,"MWT1"
2020-04-28 12:00:00,89.37,88.3,90.3,34.48,"MWT1"
2020-04-28 13:00:00,91.24,91,91.9,32.54,"MWT1"
2020-04-28 14:00:00,92.06,91.6,92.7,30.82,"MWT1"
2020-04-28 15:00:00,92.21,91.4,93,31.28,"MWT1"
2020-04-28 16:00:00,91.73,90.9,92.3,30.83,"MWT1"
2020-04-28 17:00:00,88.34,86,92.1,33.86,"MWT1"
2020-04-28 18:00:00,84.49,81.3,86.7,41.43,"MWT1"
2020-04-28 19:00:00,76.03,71.4,80.4,53.64,"MWT1"
2020-04-28 20:00:00,69.14,68.5,70.7,61.12,"MWT1"
2020-04-28 21:00:00,67.81,66.7,68.7,64.82,"MWT1"
2020-04-28 22:00:00,66.75,66.2,67.8,67.55,"MWT1"
2020-04-28 23:00:00,66.23,64.4,68,67.26,"MWT1"
2020-04-29 00:00:00,64.82,64.4,65.3,67.88,"MWT1"
2020-04-29 01:00:00,63.87,62.8,64.6,68.82,"MWT1"
2020-04-29 02:00:00,63.1,62.8,63.3,71.45,"MWT1"
2020-04-29 03:00:00,63.55,63.1,63.9,71.1,"MWT1"
2020-04-29 04:00:00,63.03,62.4,63.5,72.17,"MWT1"
2020-04-29 05:00:00,63.17,62.4,63.7,72.26,"MWT1"
2020-04-29 06:00:00,63.58,62.2,68.2,76.78,"MWT1"
2020-04-29 07:00:00,72.95,69.6,76.5,62.63,"MWT1"
2020-04-29 08:00:00,80.68,77.2,82.9,51.98,"MWT1"
2020-04-29 09:00:00,83.98,82.4,86,46.38,"MWT1"
2020-04-29 10:00:00,86.81,85.3,88.5,42.63,"MWT1"
2020-04-29 11:00:00,89.98,88.3,91.4,39.01,"MWT1"
2020-04-29 12:00:00,92.4,89.4,94.1,36.8,"MWT1"
2020-04-29 13:00:00,92.23,90.5,94.6,35.72,"MWT1"
2020-04-29 14:00:00,91.27,90.1,92.7,38.61,"MWT1"
2020-04-29 15:00:00,90.4,86.9,92.8,37.7,"MWT1"
2020-04-29 16:00:00,85.93,84.6,87.3,37.44,"MWT1"
2020-04-29 17:00:00,83.42,82.8,84.6,38.38,"MWT1"
2020-04-29 18:00:00,81.36,79.7,82.8,42.37,"MWT1"
2020-04-29 19:00:00,77.72,76.8,79.3,47.36,"MWT1"
2020-04-29 20:00:00,76.48,75.7,77,45.7,"MWT1"
2020-04-29 21:00:00,75.37,74.5,75.7,45.48,"MWT1"
2020-04-29 22:00:00,71.92,70.5,74.3,56.28,"MWT1"
2020-04-29 23:00:00,68.78,67.6,70.7,66.25,"MWT1"
2020-04-30 00:00:00,65.98,63.7,67.6,65.49,"MWT1"
2020-04-30 01:00:00,62.15,61.2,63.5,74.69,"MWT1"
2020-04-30 02:00:00,60.33,59,61,72.02,"MWT1"
2020-04-30 03:00:00,56.36,55.4,58.3,74.98,"MWT1"
2020-04-30 04:00:00,53.53,52.2,55.2,80.74,"MWT1"
2020-04-30 05:00:00,53.85,53.1,55,79.4,"MWT1"
2020-04-30 06:00:00,56.6,55,59.5,80.17,"MWT1"
2020-04-30 07:00:00,64.13,60.3,69.1,64.56,"MWT1"
2020-04-30 08:00:00,73.83,69.8,76.3,45.75,"MWT1"
2020-04-30 09:00:00,78.19,76.5,79.7,39.72,"MWT1"
2020-04-30 10:00:00,82.54,80.4,84.7,33.35,"MWT1"
2020-04-30 11:00:00,85.35,84.4,86.2,29.66,"MWT1"
2020-04-30 12:00:00,87.86,86.9,88.5,27.51,"MWT1"
2020-04-30 13:00:00,89.04,88.5,89.6,21.75,"MWT1"
2020-04-30 14:00:00,90.36,89.8,90.9,19.28,"MWT1"
2020-04-30 15:00:00,89.44,88.3,90.9,19.78,"MWT1"
2020-04-30 16:00:00,88.79,88,89.2,20.53,"MWT1"
2020-04-30 17:00:00,85.1,83.3,87.4,23.86,"MWT1"
2020-04-30 18:00:00,81.08,78.4,83.1,26.7,"MWT1"
2020-04-30 19:00:00,75.86,74.1,77.9,31.18,"MWT1"
2020-04-30 20:00:00,70.9,69.6,73.8,34.85,"MWT1"
2020-04-30 21:00:00,65.32,62.6,69.8,45,"MWT1"
2020-04-30 22:00:00,60.17,57.9,62.2,53.59,"MWT1"
2020-04-30 23:00:00,56.75,55,57.7,53.43,"MWT1"
2020-05-01 00:00:00,57.08,55.8,58.3,51.92,"MWT1"
2020-05-01 01:00:00,54.6,53.6,55.8,55.22,"MWT1"
2020-05-01 02:00:00,55.69,54.7,56.7,49.98,"MWT1"
2020-05-01 03:00:00,52.32,50.5,54.7,55.58,"MWT1"
2020-05-01 04:00:00,49.91,48.4,51.3,57.94,"MWT1"
2020-05-01 05:00:00,47.72,47.1,48,65.12,"MWT1"
2020-05-01 06:00:00,50.98,47.7,56.7,69.02,"MWT1"
2020-05-01 07:00:00,58.79,57.6,63.1,55.87,"MWT1"
2020-05-01 08:00:00,66.33,64,68,37.47,"MWT1"
2020-05-01 09:00:00,71.24,68.5,74.3,30.17,"MWT1"
2020-05-01 10:00:00,75.78,74.3,77.2,27.83,"MWT1"
2020-05-01 11:00:00,79.49,76.8,81,25.48,"MWT1"
2020-05-01 12:00:00,84.18,81.3,85.6,21.74,"MWT1"
2020-05-01 13:00:00,86.28,85.8,86.9,19.78,"MWT1"
2020-05-01 14:00:00,86.75,86.2,87.6,19.21,"MWT1"
2020-05-01 15:00:00,86.33,85.5,86.9,20.42,"MWT1"
2020-05-01 16:00:00,85.65,84.6,86.5,22.25,"MWT1"
2020-05-01 17:00:00,83.25,79.9,85.6,26.13,"MWT1"
2020-05-01 18:00:00,77.7,74.1,80.2,36.37,"MWT1"
2020-05-01 19:00:00,69.73,66.6,73.4,50.36,"MWT1"
2020-05-01 20:00:00,64.72,63.7,66,51.64,"MWT1"
2020-05-01 21:00:00,61.29,58.5,63.5,53.68,"MWT1"
2020-05-01 22:00:00,57.81,57.4,58.3,52.77,"MWT1"
2020-05-01 23:00:00,58.5,57.6,59.2,51.55,"MWT1"
2020-05-02 00:00:00,58.04,56.7,60.4,52.55,"MWT1"
2020-05-02 01:00:00,56.53,55.9,57,58.35,"MWT1"
2020-05-02 02:00:00,56.95,56.1,57.7,62.03,"MWT1"
2020-05-02 03:00:00,54.8,53.8,56.1,69.76,"MWT1"
2020-05-02 04:00:00,51.24,48,53.6,73.83,"MWT1"
2020-05-02 05:00:00,48.39,47.8,49.3,78.07,"MWT1"
2020-05-02 06:00:00,53.09,50.5,57.2,80.33,"MWT1"
2020-05-02 07:00:00,61.23,58.1,63.9,65.98,"MWT1"
2020-05-02 08:00:00,68.23,64.8,70.5,54.3,"MWT1"
2020-05-02 09:00:00,72.78,70.5,75,46.35,"MWT1"
2020-05-02 10:00:00,75.88,74.7,78.1,42.09,"MWT1"
2020-05-02 11:00:00,79.17,77.5,81.9,36.86,"MWT1"
2020-05-02 12:00:00,82.88,81.7,84.6,32.33,"MWT1"
2020-05-02 13:00:00,85.19,84,86.4,31.29,"MWT1"
2020-05-02 14:00:00,86.28,85.1,86.9,30.16,"MWT1"
2020-05-02 15:00:00,85.53,84.7,86.2,31.64,"MWT1"
2020-05-02 16:00:00,85.01,84,85.5,33.35,"MWT1"
2020-05-02 17:00:00,81.75,80.2,83.5,36.73,"MWT1"
2020-05-02 18:00:00,78.02,75.9,79.9,39.54,"MWT1"
2020-05-02 19:00:00,73.27,71.8,75.6,46.38,"MWT1"
2020-05-02 20:00:00,70.95,69.6,71.8,51.4,"MWT1"
2020-05-02 21:00:00,67.35,65.5,69.1,56.53,"MWT1"
2020-05-02 22:00:00,65.07,64,66,60.83,"MWT1"
2020-05-02 23:00:00,63.84,63.1,64.6,63.73,"MWT1"
2020-05-03 00:00:00,62.58,61.9,63.1,67.28,"MWT1"
2020-05-03 01:00:00,61.11,59.9,61.9,70.99,"MWT1"
2020-05-03 02:00:00,59.78,59.2,60.4,73.91,"MWT1"
2020-05-03 03:00:00,56.85,54.9,59,79.11,"MWT1"
2020-05-03 04:00:00,54.83,53.6,55.8,83.98,"MWT1"
2020-05-03 05:00:00,52.78,52,54.3,86.35,"MWT1"
2020-05-03 06:00:00,55.13,52.3,58.8,87.01,"MWT1"
2020-05-03 07:00:00,62.22,60.3,63.9,71.96,"MWT1"
2020-05-03 08:00:00,67.19,64.9,68.9,61.88,"MWT1"
2020-05-03 09:00:00,69.4,67.5,71.2,58.08,"MWT1"
2020-05-03 10:00:00,73.84,72.3,75.6,51.57,"MWT1"
2020-05-03 11:00:00,76.7,74.5,78.4,45.78,"MWT1"
2020-05-03 12:00:00,78.78,76.1,81.9,44.06,"MWT1"
2020-05-03 13:00:00,81.2,80.6,82.2,40.68,"MWT1"
2020-05-03 14:00:00,82.86,81.7,83.8,37.02,"MWT1"
2020-05-03 15:00:00,83.39,82.2,84.9,35.98,"MWT1"
2020-05-03 16:00:00,81.78,81.1,82.9,37.97,"MWT1"
2020-05-03 17:00:00,79,77.2,81.1,39.78,"MWT1"
2020-05-03 18:00:00,75.35,72.9,76.8,40.42,"MWT1"
2020-05-03 19:00:00,69.54,66.7,72.5,46.93,"MWT1"
2020-05-03 20:00:00,64.13,63.1,66.2,52.91,"MWT1"
2020-05-03 21:00:00,62.08,60.3,64.6,52.65,"MWT1"
2020-05-03 22:00:00,61.02,59.7,62.1,54.2,"MWT1"
2020-05-03 23:00:00,60.95,59.2,61.7,52.94,"MWT1"
2020-05-04 00:00:00,55.61,52.3,59,59.17,"MWT1"
2020-05-04 01:00:00,50.89,50.4,51.3,66.51,"MWT1"
2020-05-04 02:00:00,50.98,49.6,51.8,68.03,"MWT1"
2020-05-04 03:00:00,49.26,48.7,49.8,71.1,"MWT1"
2020-05-04 04:00:00,47.27,45,48.9,73.83,"MWT1"
2020-05-04 05:00:00,44.49,44.1,45.3,79.96,"MWT1"
2020-05-04 06:00:00,49.4,45.7,53.4,80.08,"MWT1"
2020-05-04 07:00:00,59.45,54,64,60.67,"MWT1"
2020-05-04 08:00:00,67.68,64.6,69.8,41.4,"MWT1"
2020-05-04 09:00:00,72.55,71.1,74.5,32.91,"MWT1"
2020-05-04 10:00:00,76.22,74.7,77.5,30.05,"MWT1"
2020-05-04 11:00:00,80.58,79,82.6,25.79,"MWT1"
2020-05-04 12:00:00,83.09,82.4,84.4,23.12,"MWT1"
2020-05-04 13:00:00,85.32,84.6,86,21.78,"MWT1"
2020-05-04 14:00:00,86.24,85.1,87.6,20.74,"MWT1"
2020-05-04 15:00:00,86.04,85.6,86.5,19.88,"MWT1"
2020-05-04 16:00:00,84.88,83.7,86.2,22.15,"MWT1"
2020-05-04 17:00:00,81.39,79.5,83.3,22.8,"MWT1"
2020-05-04 18:00:00,76.96,73.6,79.2,31.46,"MWT1"
2020-05-04 19:00:00,67.64,61.5,72.7,39.2,"MWT1"
2020-05-04 20:00:00,59.35,56.5,61.3,40.15,"MWT1"
2020-05-04 21:00:00,56.02,55.6,56.8,43.89,"MWT1"
2020-05-04 22:00:00,55.48,54,56.3,46.39,"MWT1"
2020-05-04 23:00:00,53.4,52.9,54.3,48.81,"MWT1"
2020-05-05 00:00:00,53.62,53.4,53.8,48.53,"MWT1"
2020-05-05 01:00:00,53.66,53.2,54.5,48.6,"MWT1"
2020-05-05 02:00:00,51.88,51.4,52.5,51.02,"MWT1"
2020-05-05 03:00:00,49.78,48.6,50.9,53.86,"MWT1"
2020-05-05 04:00:00,48,47.1,49.3,60.66,"MWT1"
2020-05-05 05:00:00,46.65,45,47.5,62,"MWT1"
2020-05-05 06:00:00,50.74,45.7,54.9,57.78,"MWT1"
2020-05-05 07:00:00,61.13,56.1,66,48.95,"MWT1"
2020-05-05 08:00:00,71.02,66.7,74.8,37.34,"MWT1"
2020-05-05 09:00:00,78.14,75.4,80.6,32.4,"MWT1"
2020-05-05 10:00:00,82.13,81.1,83.5,29.47,"MWT1"
2020-05-05 11:00:00,84.51,82.8,86.7,27.29,"MWT1"
2020-05-05 12:00:00,87.22,86.5,88.7,22.79,"MWT1"
2020-05-05 13:00:00,89.18,88.7,89.8,20.77,"MWT1"
2020-05-05 14:00:00,89.33,88.7,90.1,21.23,"MWT1"
2020-05-05 15:00:00,89.39,88.7,90,22.09,"MWT1"
2020-05-05 16:00:00,87.93,86.4,89.2,22.69,"MWT1"
2020-05-05 17:00:00,83.53,81.5,86,25.78,"MWT1"
2020-05-05 18:00:00,79.58,76.8,81.3,28.95,"MWT1"
2020-05-05 19:00:00,72.81,69.4,76.1,38.65,"MWT1"
2020-05-05 20:00:00,66.99,66.2,68.9,44.98,"MWT1"
2020-05-05 21:00:00,67.32,64.8,69.3,41.07,"MWT1"
2020-05-05 22:00:00,67.63,66.7,68.9,42.28,"MWT1"
2020-05-05 23:00:00,63.68,61,67.1,47.29,"MWT1"
2020-05-06 00:00:00,62.77,61.5,63.5,54.88,"MWT1"
2020-05-06 01:00:00,62.27,61.2,62.6,63.12,"MWT1"
2020-05-06 02:00:00,60.4,59.5,61.5,69.76,"MWT1"
2020-05-06 03:00:00,58.98,58.6,59.4,73.4,"MWT1"
2020-05-06 04:00:00,56.98,55.8,58.5,74.94,"MWT1"
2020-05-06 05:00:00,53.88,52.9,55.2,79.63,"MWT1"
2020-05-06 06:00:00,54.43,52.5,56.8,80.84,"MWT1"
2020-05-06 07:00:00,61.21,58.1,63.1,60.35,"MWT1"
2020-05-06 08:00:00,64.42,62.8,66.7,53.25,"MWT1"
2020-05-06 09:00:00,69.5,67.1,73.4,44.62,"MWT1"
2020-05-06 10:00:00,74.83,73.8,76.1,34.88,"MWT1"
2020-05-06 11:00:00,77.43,74.8,79.9,30.85,"MWT1"
2020-05-06 12:00:00,80.68,79.5,82.6,29.55,"MWT1"
2020-05-06 13:00:00,82.58,80.6,83.5,29.69,"MWT1"
2020-05-06 14:00:00,83.37,82.4,84.6,29.18,"MWT1"
2020-05-06 15:00:00,84.01,83.1,84.6,29.38,"MWT1"
2020-05-06 16:00:00,83.33,82.6,84.6,30.68,"MWT1"
2020-05-06 17:00:00,81.04,79.5,82.2,31.51,"MWT1"
2020-05-06 18:00:00,77.6,75.2,79.3,33.59,"MWT1"
2020-05-06 19:00:00,70.69,68.5,74.5,41.13,"MWT1"
2020-05-06 20:00:00,65.32,61.7,68.5,42.42,"MWT1"
2020-05-06 21:00:00,60.1,58.8,61.5,42.73,"MWT1"
2020-05-06 22:00:00,59.93,58.6,64,41.54,"MWT1"
2020-05-06 23:00:00,62.24,58.8,65.1,30.04,"MWT1"
2020-05-07 00:00:00,56.49,55.2,58.1,33.54,"MWT1"
2020-05-07 01:00:00,55.13,54.5,55.8,35.48,"MWT1"
2020-05-07 02:00:00,54.48,53.4,55.6,37.75,"MWT1"
2020-05-07 03:00:00,53.33,52.5,54.3,41.34,"MWT1"
2020-05-07 04:00:00,51.26,48.6,52.7,48.8,"MWT1"
2020-05-07 05:00:00,48.2,47.7,48.9,58.55,"MWT1"
2020-05-07 06:00:00,53.83,49.1,58.1,63.4,"MWT1"
2020-05-07 07:00:00,63.1,58.8,66.7,50.19,"MWT1"
2020-05-07 08:00:00,70.84,66.7,74.5,34.78,"MWT1"
2020-05-07 09:00:00,77.24,75.2,79.3,29.59,"MWT1"
2020-05-07 10:00:00,81.26,79.2,82.8,27.11,"MWT1"
2020-05-07 11:00:00,84.28,82.6,86.2,24.1,"MWT1"
2020-05-07 12:00:00,86.84,86.2,88,25.04,"MWT1"
2020-05-07 13:00:00,89.38,88.9,89.8,24.05,"MWT1"
2020-05-07 14:00:00,90.89,90,91.6,24.11,"MWT1"
2020-05-07 15:00:00,91.41,90.9,91.9,24.87,"MWT1"
2020-05-07 16:00:00,89.43,88.7,90.7,28.33,"MWT1"
2020-05-07 17:00:00,86.1,84.2,88.3,32.3,"MWT1"
2020-05-07 18:00:00,80.63,77.4,83.7,48.52,"MWT1"
2020-05-07 19:00:00,72.57,68.5,76.8,52.73,"MWT1"
2020-05-07 20:00:00,66.39,65.7,68,55.15,"MWT1"
2020-05-07 21:00:00,64.89,62.2,66.6,48.92,"MWT1"
2020-05-07 22:00:00,60.82,59.7,61.9,48.79,"MWT1"
2020-05-07 23:00:00,58.23,57,59,48.25,"MWT1"
2020-05-08 00:00:00,61.86,59.2,65.3,42.84,"MWT1"
2020-05-08 01:00:00,61.28,60.6,62.2,43.85,"MWT1"
2020-05-08 02:00:00,61.22,60.6,61.9,44.22,"MWT1"
2020-05-08 03:00:00,58.28,57,60.1,48.93,"MWT1"
2020-05-08 04:00:00,56.15,55.4,56.8,51.48,"MWT1"
2020-05-08 05:00:00,55.96,55.2,56.5,48.98,"MWT1"
2020-05-08 06:00:00,63.06,57.9,66.4,43.31,"MWT1"
2020-05-08 07:00:00,68.03,66.2,71.2,53.52,"MWT1"
2020-05-08 08:00:00,77.7,72.9,82.8,44.93,"MWT1"
2020-05-08 09:00:00,88.39,84,91.2,30.68,"MWT1"
