"site","Date_time","degf_avg","degf_lo","degf_hi","rh_avg"
"Perez","2019-10-30 00:00:00",40.7,39.4,41.5,40.62
"Perez","2019-10-30 01:00:00",39.08,37.8,40.1,40.98
"Perez","2019-10-30 02:00:00",39.62,38.5,40.6,43.51
"Perez","2019-10-30 03:00:00",38.24,36.1,41,45.5
"Perez","2019-10-30 04:00:00",35.88,34.7,38.1,44.1
"Perez","2019-10-30 05:00:00",35.88,35.2,37.4,42.19
"Perez","2019-10-30 06:00:00",35.09,34.2,36,42.28
"Perez","2019-10-30 07:00:00",38.5,35.1,44.1,40.72
"Perez","2019-10-30 08:00:00",53.15,46,57.4,27.63
"Perez","2019-10-30 09:00:00",59.79,57.9,61.2,21.03
"Perez","2019-10-30 10:00:00",62.26,60.8,63.5,20.8
"Perez","2019-10-30 11:00:00",64.89,63.5,66.7,19.85
"Perez","2019-10-30 12:00:00",66.09,64.8,67.5,18.9
"Perez","2019-10-30 13:00:00",68.57,65.8,71.8,17.99
"Perez","2019-10-30 14:00:00",70.8,69.4,71.6,18.05
"Perez","2019-10-30 15:00:00",70.84,69.1,72,20.13
"Perez","2019-10-30 16:00:00",65.99,63.3,69.3,30.09
"Perez","2019-10-30 17:00:00",57.09,53.8,62.1,47.77
"Perez","2019-10-30 18:00:00",51.1,49.8,53.4,51.94
"Perez","2019-10-30 19:00:00",48.76,48.4,49.8,45.53
"Perez","2019-10-30 20:00:00",46.88,45.7,48.4,37.92
"Perez","2019-10-30 21:00:00",44.67,43.5,45.7,38.6
"Perez","2019-10-30 22:00:00",42.83,41.9,43.9,40.2
"Perez","2019-10-30 23:00:00",41.38,40.5,43,40.47
"Perez","2019-10-31 00:00:00",38.88,36.3,41.2,48.14
"Perez","2019-10-31 01:00:00",37.52,36.9,38.1,52.54
"Perez","2019-10-31 02:00:00",37.62,36.1,39.4,52.28
"Perez","2019-10-31 03:00:00",38.23,35.8,40.1,47.67
"Perez","2019-10-31 04:00:00",35.48,34.9,36.3,57.54
"Perez","2019-10-31 05:00:00",35.68,35.1,36.3,55.79
"Perez","2019-10-31 06:00:00",35.08,33.8,36,53.71
"Perez","2019-10-31 07:00:00",36.78,33.1,42.3,49.76
"Perez","2019-10-31 08:00:00",50.58,44.1,55.8,37.5
"Perez","2019-10-31 09:00:00",62.83,57.2,68.2,29.34
"Perez","2019-10-31 10:00:00",70.17,69.4,71.1,27.17
"Perez","2019-10-31 11:00:00",73.62,72,75,23.39
"Perez","2019-10-31 12:00:00",74.18,73.6,75,18.26
"Perez","2019-10-31 13:00:00",76.77,75.4,77.7,19.01
"Perez","2019-10-31 14:00:00",78.42,77.9,79,18.86
"Perez","2019-10-31 15:00:00",76.55,74.7,78.4,19.59
"Perez","2019-10-31 16:00:00",71.25,66.7,74.8,22.55
"Perez","2019-10-31 17:00:00",61.56,57.9,66.4,29.48
"Perez","2019-10-31 18:00:00",54.68,52.7,57.6,34.58
"Perez","2019-10-31 19:00:00",51.4,50.5,52.5,37.64
"Perez","2019-10-31 20:00:00",49.9,48.9,50.9,39.54
"Perez","2019-10-31 21:00:00",48.33,47.5,49.5,41.13
"Perez","2019-10-31 22:00:00",46.83,45.9,48,45.27
"Perez","2019-10-31 23:00:00",45.33,44.6,46.4,47.18
"Perez","2019-11-01 00:00:00",43.76,42.4,45.1,49.79
"Perez","2019-11-01 01:00:00",42.2,41.7,43.2,52.36
"Perez","2019-11-01 02:00:00",41.63,41.2,42.3,52.72
"Perez","2019-11-01 03:00:00",40.83,39.9,41.9,53.68
"Perez","2019-11-01 04:00:00",39.81,39.4,40.5,55.31
"Perez","2019-11-01 05:00:00",39.43,38.8,40.3,56.04
"Perez","2019-11-01 06:00:00",39.04,38.7,39.6,56.28
"Perez","2019-11-01 07:00:00",39.06,38.3,40.1,57.38
"Perez","2019-11-01 08:00:00",45.36,41.4,49.3,51.65
"Perez","2019-11-01 09:00:00",53.89,50.7,57.4,42.91
"Perez","2019-11-01 10:00:00",62.08,58.8,65.3,35.58
"Perez","2019-11-01 11:00:00",69.32,66.6,71.8,29.18
"Perez","2019-11-01 12:00:00",74.08,72.9,75.6,25.08
"Perez","2019-11-01 13:00:00",77.98,76.6,79.2,23.02
"Perez","2019-11-01 14:00:00",79.82,79.3,80.6,21.95
"Perez","2019-11-01 15:00:00",77.87,76.1,79.7,22.33
"Perez","2019-11-01 16:00:00",72.75,68.7,76.3,25.08
"Perez","2019-11-01 17:00:00",64.28,59.5,68.7,31.38
"Perez","2019-11-01 18:00:00",56.29,54.1,59.4,37.74
"Perez","2019-11-01 19:00:00",52.69,51.8,54.3,40.93
"Perez","2019-11-01 20:00:00",50.62,49.5,52.2,43.48
"Perez","2019-11-01 21:00:00",48.78,48,49.8,46.02
"Perez","2019-11-01 22:00:00",47.45,46.8,48.4,47.02
"Perez","2019-11-01 23:00:00",46.58,45.9,47.3,48.67
"Perez","2019-11-02 00:00:00",45.04,44.1,46.4,51.27
"Perez","2019-11-02 01:00:00",43.23,42.3,44.6,53.87
"Perez","2019-11-02 02:00:00",41.87,41.5,42.6,55.45
"Perez","2019-11-02 03:00:00",41.68,41.4,42.1,57.61
"Perez","2019-11-02 04:00:00",41.5,40.8,42.1,57.21
"Perez","2019-11-02 05:00:00",40.8,40.3,41.4,57.76
"Perez","2019-11-02 06:00:00",39.49,38.7,40.8,59.93
"Perez","2019-11-02 07:00:00",39.37,38.7,40.6,61.32
"Perez","2019-11-02 08:00:00",45.76,41.9,49.6,55.23
"Perez","2019-11-02 09:00:00",53.92,50.9,57,46.33
"Perez","2019-11-02 10:00:00",61.83,58.5,65.3,39.93
"Perez","2019-11-02 11:00:00",69.46,66.6,72.3,32.48
"Perez","2019-11-02 12:00:00",74.86,73.4,76.5,28.16
"Perez","2019-11-02 13:00:00",79.21,77.5,80.6,26.73
"Perez","2019-11-02 14:00:00",81.38,81,82,25.32
"Perez","2019-11-02 15:00:00",79.59,77.7,81.5,25.48
"Perez","2019-11-02 16:00:00",74.53,70.7,78.1,27.48
"Perez","2019-11-02 17:00:00",66.78,63,70.7,32.92
"Perez","2019-11-02 18:00:00",60.02,57.4,63,38.18
"Perez","2019-11-02 19:00:00",56.13,54.9,57.7,41.59
"Perez","2019-11-02 20:00:00",53.44,52.5,55,45.78
"Perez","2019-11-02 21:00:00",51.34,50,52.9,47.56
"Perez","2019-11-02 22:00:00",49.2,48.2,50.4,50.68
"Perez","2019-11-02 23:00:00",47.97,47.5,48.7,51.76
"Perez","2019-11-03 00:00:00",46.6,45,48,54.75
"Perez","2019-11-03 01:00:00",45.27,44.2,46.9,56.87
"Perez","2019-11-03 02:00:00",44.37,43.9,45,61.08
"Perez","2019-11-03 03:00:00",43.64,42.8,44.4,61.02
"Perez","2019-11-03 04:00:00",42.22,41.2,43.5,60.86
"Perez","2019-11-03 05:00:00",41.03,40.6,41.7,61.49
"Perez","2019-11-03 06:00:00",41.19,40.6,42.1,62.22
"Perez","2019-11-03 07:00:00",47,43.2,51.1,56.25
"Perez","2019-11-03 08:00:00",55.87,52.5,59.5,47.2
"Perez","2019-11-03 09:00:00",64.12,60.8,67.5,40.15
"Perez","2019-11-03 10:00:00",71.56,68.7,74.3,33.24
"Perez","2019-11-03 11:00:00",76.83,75.4,78.6,28.83
"Perez","2019-11-03 12:00:00",80.9,79.5,82.2,26.86
"Perez","2019-11-03 13:00:00",82.73,82.2,83.3,25.7
"Perez","2019-11-03 14:00:00",80.83,79,82.6,26.33
"Perez","2019-11-03 15:00:00",75.79,71.8,79.2,28.59
"Perez","2019-11-03 16:00:00",68.06,64.4,71.8,34.08
"Perez","2019-11-03 17:00:00",61.78,59.5,64.4,39.21
"Perez","2019-11-03 18:00:00",57.58,56.1,59.7,42.35
"Perez","2019-11-03 19:00:00",55.15,54.1,56.5,45.85
"Perez","2019-11-03 20:00:00",53.04,52,54.3,48.33
"Perez","2019-11-03 21:00:00",51.4,50.7,52.3,50.28
"Perez","2019-11-03 22:00:00",50.15,49.5,51.1,51.27
"Perez","2019-11-03 23:00:00",49.1,48.4,49.8,53.53
"Perez","2019-11-04 00:00:00",47.68,46.8,48.9,55.24
"Perez","2019-11-04 01:00:00",46.34,45.9,47.3,56.06
"Perez","2019-11-04 02:00:00",45.98,45.7,46.6,57.73
"Perez","2019-11-04 03:00:00",45.57,44.8,46.2,57.56
"Perez","2019-11-04 04:00:00",44.43,43.5,45.3,58.43
"Perez","2019-11-04 05:00:00",43.35,42.6,44.2,60.13
"Perez","2019-11-04 06:00:00",43.58,43,44.4,61.36
"Perez","2019-11-04 07:00:00",48.98,45.5,52.7,55.84
"Perez","2019-11-04 08:00:00",54.1,54.1,54.1,49.9
"MWoolf_west","2019-05-22 16:00:00",70.84,69.6,72.9,51.1
"MWoolf_west","2019-05-22 17:00:00",67.58,64.9,70,57.07
"MWoolf_west","2019-05-22 18:00:00",64.63,62.8,65.5,62.11
"MWoolf_west","2019-05-22 19:00:00",60.51,58.5,62.2,74.01
"MWoolf_west","2019-05-22 20:00:00",57.52,56.8,58.1,79.68
"MWoolf_west","2019-05-22 21:00:00",56.23,55.8,56.8,82.43
"MWoolf_west","2019-05-22 22:00:00",55.32,54.9,55.9,84.93
"MWoolf_west","2019-05-22 23:00:00",55.78,55.2,57.2,82.77
"MWoolf_west","2019-05-23 00:00:00",56.33,53.6,57.6,78.21
"MWoolf_west","2019-05-23 01:00:00",52.73,52.3,53.2,92.23
"MWoolf_west","2019-05-23 02:00:00",53.93,52.7,55,89.27
"MWoolf_west","2019-05-23 03:00:00",53.5,52.5,54.3,91.81
"MWoolf_west","2019-05-23 04:00:00",52.3,51.8,52.9,94.76
"MWoolf_west","2019-05-23 05:00:00",51.4,51.1,51.8,97.49
"MWoolf_west","2019-05-23 06:00:00",54.02,51.8,56.5,93.54
"MWoolf_west","2019-05-23 07:00:00",59.01,56.8,62.1,82.27
"MWoolf_west","2019-05-23 08:00:00",65.01,63,66.4,61.06
"MWoolf_west","2019-05-23 09:00:00",67.87,66.7,69.4,59.23
"MWoolf_west","2019-05-23 10:00:00",72.28,69.4,75,52.43
"MWoolf_west","2019-05-23 11:00:00",75.81,74.7,77.4,48.34
"MWoolf_west","2019-05-23 12:00:00",76.41,74.7,78.6,45.63
"MWoolf_west","2019-05-23 13:00:00",76.04,74.3,78.6,46.7
"MWoolf_west","2019-05-23 14:00:00",74.83,73.8,76.1,48.99
"MWoolf_west","2019-05-23 15:00:00",74.28,71.8,75.6,48.49
"MWoolf_west","2019-05-23 16:00:00",67.04,65.1,70,73.73
"MWoolf_west","2019-05-23 17:00:00",66.99,65.8,67.6,60.27
"MWoolf_west","2019-05-23 18:00:00",64.34,62.8,65.7,64.95
"MWoolf_west","2019-05-23 19:00:00",62.78,62.2,63.3,65.01
"MWoolf_west","2019-05-23 20:00:00",61.41,60.6,62.1,67.91
"MWoolf_west","2019-05-23 21:00:00",60.25,59.5,60.6,69.72
"MWoolf_west","2019-05-23 22:00:00",59.18,59,59.5,70.64
"MWoolf_west","2019-05-23 23:00:00",58.61,58.3,59,70.86
"MWoolf_west","2019-05-24 00:00:00",57.68,57.2,58.3,72.44
"MWoolf_west","2019-05-24 01:00:00",57.18,57,57.4,73.78
"MWoolf_west","2019-05-24 02:00:00",55.94,55.4,56.8,77.07
"MWoolf_west","2019-05-24 03:00:00",54.58,54.3,55.2,80.82
"MWoolf_west","2019-05-24 04:00:00",54.75,53.8,55.2,81.78
"MWoolf_west","2019-05-24 05:00:00",52.01,51.1,53.4,90.92
"MWoolf_west","2019-05-24 06:00:00",53.17,51.3,56.1,92.54
"MWoolf_west","2019-05-24 07:00:00",60.11,56.7,63.1,81.26
"MWoolf_west","2019-05-24 08:00:00",66.85,63.3,69.6,68.73
"MWoolf_west","2019-05-24 09:00:00",70.98,69.6,72.7,61.31
"MWoolf_west","2019-05-24 10:00:00",71.29,69.1,73.9,61.66
"MWoolf_west","2019-05-24 11:00:00",75.54,72.3,77.2,54.63
"MWoolf_west","2019-05-24 12:00:00",78.49,76.3,80.1,50.37
"MWoolf_west","2019-05-24 13:00:00",79.63,78.6,81,46.52
"MWoolf_west","2019-05-24 14:00:00",81.61,79.9,82.8,43.87
"MWoolf_west","2019-05-24 15:00:00",81.91,80.8,82.9,41.52
"MWoolf_west","2019-05-24 16:00:00",81.39,79.7,82.6,42.25
"MWoolf_west","2019-05-24 17:00:00",76.93,74.8,79.7,49.38
"MWoolf_west","2019-05-24 18:00:00",73.35,71.8,74.5,56.36
"MWoolf_west","2019-05-24 19:00:00",69.35,66.6,71.6,68.98
"MWoolf_west","2019-05-24 20:00:00",64.23,62.6,66,82.38
"MWoolf_west","2019-05-24 21:00:00",61.31,60.3,62.4,87.61
"MWoolf_west","2019-05-24 22:00:00",59.72,59,60.3,89.84
"MWoolf_west","2019-05-24 23:00:00",58.8,58.5,59.2,90.01
"MWoolf_west","2019-05-25 00:00:00",60.2,59,61.3,83
"MWoolf_west","2019-05-25 01:00:00",61.33,60.6,62.1,79.88
"MWoolf_west","2019-05-25 02:00:00",61.13,60.6,61.9,79.39
"MWoolf_west","2019-05-25 03:00:00",58.83,57,60.8,84.82
"MWoolf_west","2019-05-25 04:00:00",56.03,54.9,56.7,92.61
"MWoolf_west","2019-05-25 05:00:00",54.44,54.1,55,96.19
"MWoolf_west","2019-05-25 06:00:00",59.88,56.1,62.6,90.68
"MWoolf_west","2019-05-25 07:00:00",67.16,63.5,70,75.47
"MWoolf_west","2019-05-25 08:00:00",73.38,70.2,76.3,60.03
"MWoolf_west","2019-05-25 09:00:00",78.48,76.3,81.7,50.81
"MWoolf_west","2019-05-25 10:00:00",84.34,82.2,86.4,41.39
"MWoolf_west","2019-05-25 11:00:00",84.97,82.2,87.4,36.15
"MWoolf_west","2019-05-25 12:00:00",85.83,85.1,86.7,29.92
"MWoolf_west","2019-05-25 13:00:00",85.37,84.7,86.2,25.83
"MWoolf_west","2019-05-25 14:00:00",84.64,84.2,85.3,23.87
"MWoolf_west","2019-05-25 15:00:00",83.18,79.9,84.6,26.55
"MWoolf_west","2019-05-25 16:00:00",77.61,75.6,79.9,33
"MWoolf_west","2019-05-25 17:00:00",75.97,73.8,77.9,29.07
"MWoolf_west","2019-05-25 18:00:00",71.33,69.1,73.4,34.58
"MWoolf_west","2019-05-25 19:00:00",66.68,64.6,68.5,42.45
"MWoolf_west","2019-05-25 20:00:00",62.63,61.3,64,48.74
"MWoolf_west","2019-05-25 21:00:00",60.03,58.5,61.2,53.58
"MWoolf_west","2019-05-25 22:00:00",57.48,56.7,58.1,59.59
"MWoolf_west","2019-05-25 23:00:00",56.69,56.3,57.4,60.18
"MWoolf_west","2019-05-26 00:00:00",55.38,54.3,56.3,63.85
"MWoolf_west","2019-05-26 01:00:00",54.17,53.8,54.9,69.04
"MWoolf_west","2019-05-26 02:00:00",54.21,54,54.9,71.22
"MWoolf_west","2019-05-26 03:00:00",54.3,54,54.9,71.64
"MWoolf_west","2019-05-26 04:00:00",53.92,53.6,54.5,73.33
"MWoolf_west","2019-05-26 05:00:00",53.74,52.5,54.9,78.05
"MWoolf_west","2019-05-26 06:00:00",51.95,51.8,52.5,94.03
"MWoolf_west","2019-05-26 07:00:00",53.11,51.8,55,95.16
"MWoolf_west","2019-05-26 08:00:00",58.29,55.2,61.3,81.64
"MWoolf_west","2019-05-26 09:00:00",62.2,61,63.3,65.61
"MWoolf_west","2019-05-26 10:00:00",62.72,61.7,64.2,63.3
"MWoolf_west","2019-05-26 11:00:00",62.58,59.7,64.6,68.16
"MWoolf_west","2019-05-26 12:00:00",59.5,57.9,61.5,75.52
"MWoolf_west","2019-05-26 13:00:00",59.2,57.6,60.8,78.29
"MWoolf_west","2019-05-26 14:00:00",57.22,55,59.4,86.03
"MWoolf_west","2019-05-26 15:00:00",58,57,58.8,88.05
"MWoolf_west","2019-05-26 16:00:00",56.1,55,57,87.53
"MWoolf_west","2019-05-26 17:00:00",56.61,56.1,57.4,81.96
"MWoolf_west","2019-05-26 18:00:00",55.73,54.7,56.5,83.51
"MWoolf_west","2019-05-26 19:00:00",53.33,52.3,54.3,88.29
"MWoolf_west","2019-05-26 20:00:00",52.02,51.6,52.5,94.1
"MWoolf_west","2019-05-26 21:00:00",51.48,50.7,52.2,95.84
"MWoolf_west","2019-05-26 22:00:00",49.9,49.1,50.5,95.8
"MWoolf_west","2019-05-26 23:00:00",47.84,47.1,48.9,97.77
"MWoolf_west","2019-05-27 00:00:00",47.46,46.9,48,95.19
"MWoolf_west","2019-05-27 01:00:00",47.23,45.9,48,90.61
"MWoolf_west","2019-05-27 02:00:00",45.23,44.8,46,93.09
"MWoolf_west","2019-05-27 03:00:00",44.69,44.4,45.1,93.75
"MWoolf_west","2019-05-27 04:00:00",44.13,43.2,45,96.59
"MWoolf_west","2019-05-27 05:00:00",43.19,42.1,44.6,97.53
"MWoolf_west","2019-05-27 06:00:00",47.14,44.8,49.6,89.34
"MWoolf_west","2019-05-27 07:00:00",52.53,50,55.2,78.92
"MWoolf_west","2019-05-27 08:00:00",59.24,55.8,61.9,63.32
"MWoolf_west","2019-05-27 09:00:00",63.01,61.7,64.6,57.49
"MWoolf_west","2019-05-27 10:00:00",64.94,62.2,66.6,55.08
"MWoolf_west","2019-05-27 11:00:00",66.94,65.8,68.2,53.19
"MWoolf_west","2019-05-27 12:00:00",69.38,68.2,70.5,48.7
"MWoolf_west","2019-05-27 13:00:00",68.88,67.5,70,49.08
"MWoolf_west","2019-05-27 14:00:00",69.43,68.9,70.5,52.63
"MWoolf_west","2019-05-27 15:00:00",67.88,66.2,69.4,55.21
"MWoolf_west","2019-05-27 16:00:00",65.34,64,66.4,60.23
"MWoolf_west","2019-05-27 17:00:00",63.26,62.6,63.9,66.81
"MWoolf_west","2019-05-27 18:00:00",62.77,62.4,63.7,69.15
"MWoolf_west","2019-05-27 19:00:00",61.03,59.9,61.9,77.33
"MWoolf_west","2019-05-27 20:00:00",59.51,59.2,60.1,76.35
"MWoolf_west","2019-05-27 21:00:00",59.67,59.4,60.4,74.24
"MWoolf_west","2019-05-27 22:00:00",59.71,59.4,60.4,72.29
"MWoolf_west","2019-05-27 23:00:00",59.73,59.4,60.4,70.68
"MWoolf_west","2019-05-28 00:00:00",57.44,55.2,59.4,78.81
"MWoolf_west","2019-05-28 01:00:00",54.36,53.6,55,82.93
"MWoolf_west","2019-05-28 02:00:00",54.26,53.8,54.9,82.75
"MWoolf_west","2019-05-28 03:00:00",55.63,54.5,56.7,80
"MWoolf_west","2019-05-28 04:00:00",54.84,54.5,55.4,81.22
"MWoolf_west","2019-05-28 05:00:00",54.13,53.6,54.7,85
"MWoolf_west","2019-05-28 06:00:00",55.35,54.3,56.5,89.05
"MWoolf_west","2019-05-28 07:00:00",57.67,56.7,58.6,82.57
"MWoolf_west","2019-05-28 08:00:00",59.7,58.6,60.6,78.39
"MWoolf_west","2019-05-28 09:00:00",61.83,60.3,63.1,74.32
"MWoolf_west","2019-05-28 10:00:00",64.95,63,67.6,68.18
"MWoolf_west","2019-05-28 11:00:00",69.53,67.5,72.1,59.16
"MWoolf_west","2019-05-28 12:00:00",72.63,71.4,74.3,55.12
"MWoolf_west","2019-05-28 13:00:00",75.23,71.8,77,51.39
"MWoolf_west","2019-05-28 14:00:00",76.32,74.8,77,48.74
"MWoolf_west","2019-05-28 15:00:00",77.41,75.9,79,47.44
"MWoolf_west","2019-05-28 16:00:00",77.42,76.1,79,48.06
"MWoolf_west","2019-05-28 17:00:00",73.68,72,75.7,54.54
"MWoolf_west","2019-05-28 18:00:00",70.08,68.2,71.8,62.16
"MWoolf_west","2019-05-28 19:00:00",65.69,63.1,68,73.57
"MWoolf_west","2019-05-28 20:00:00",61.57,60.4,63,83.89
"MWoolf_west","2019-05-28 21:00:00",59.54,58.6,60.3,86.93
"MWoolf_west","2019-05-28 22:00:00",57.83,57.4,58.5,90.28
"MWoolf_west","2019-05-28 23:00:00",57.99,57.4,59,88.78
"MWoolf_west","2019-05-29 00:00:00",57.71,57.4,58.3,89.92
"MWoolf_west","2019-05-29 01:00:00",57.21,56.7,57.9,92.38
"MWoolf_west","2019-05-29 02:00:00",57.27,56.7,58.3,93.13
"MWoolf_west","2019-05-29 03:00:00",56.4,56.1,56.8,94.97
"MWoolf_west","2019-05-29 04:00:00",56.57,55.9,57.2,94.93
"MWoolf_west","2019-05-29 05:00:00",57.99,57.2,58.6,94.19
"MWoolf_west","2019-05-29 06:00:00",60.13,58.8,61.5,89.74
"MWoolf_west","2019-05-29 07:00:00",63.38,62.2,64.4,81.25
"MWoolf_west","2019-05-29 08:00:00",68.37,64.2,72.1,69.29
"MWoolf_west","2019-05-29 09:00:00",74.53,72.5,75.7,58.32
"MWoolf_west","2019-05-29 10:00:00",76.89,75.4,78.6,53.1
"MWoolf_west","2019-05-29 11:00:00",81.09,79,83.3,48.31
"MWoolf_west","2019-05-29 12:00:00",83.32,82.2,84.7,44.95
"MWoolf_west","2019-05-29 13:00:00",84.92,83.8,87.3,42.19
"MWoolf_west","2019-05-29 14:00:00",88.08,87.1,89.1,39.35
"MWoolf_west","2019-05-29 15:00:00",88.23,86.4,89.6,39.69
"MWoolf_west","2019-05-29 16:00:00",86.89,85.6,90,41.74
"MWoolf_west","2019-05-29 17:00:00",83.09,81,85.5,47.62
"MWoolf_west","2019-05-29 18:00:00",78.98,77,80.8,55.33
"MWoolf_west","2019-05-29 19:00:00",73.62,70.7,76.5,71.63
"MWoolf_west","2019-05-29 20:00:00",68.56,67.1,70.2,83.93
"MWoolf_west","2019-05-29 21:00:00",66.07,65.5,66.9,87
"MWoolf_west","2019-05-29 22:00:00",66.44,65.5,67.6,80.86
"MWoolf_west","2019-05-29 23:00:00",66.29,65.8,67.1,76.96
"MWoolf_west","2019-05-30 00:00:00",64.58,63.5,65.7,81.43
"MWoolf_west","2019-05-30 01:00:00",64.14,63.9,64.6,84.55
"MWoolf_west","2019-05-30 02:00:00",64.52,64,65.3,81.19
"MWoolf_west","2019-05-30 03:00:00",62.8,62.2,63.9,81.78
"MWoolf_west","2019-05-30 04:00:00",60.59,59.2,62.1,87.47
"MWoolf_west","2019-05-30 05:00:00",59.42,59.2,59.9,89.28
"MWoolf_west","2019-05-30 06:00:00",61.98,59.5,65.3,87.62
"MWoolf_west","2019-05-30 07:00:00",68.18,65.8,70.5,69.71
"MWoolf_west","2019-05-30 08:00:00",74,70.9,76.8,58.4
"MWoolf_west","2019-05-30 09:00:00",79.18,77.2,80.6,51.4
"MWoolf_west","2019-05-30 10:00:00",82.8,80.8,84.7,46.87
"MWoolf_west","2019-05-30 11:00:00",86.32,84.4,87.4,42.65
"MWoolf_west","2019-05-30 12:00:00",89.24,86,91.2,39.14
"MWoolf_west","2019-05-30 13:00:00",91.02,90,91.8,36.39
"MWoolf_west","2019-05-30 14:00:00",88.36,86.5,91.2,38.81
"MWoolf_west","2019-05-30 15:00:00",87.38,84.2,90.1,43.83
"MWoolf_west","2019-05-30 16:00:00",91.43,90.1,92.8,37.54
"MWoolf_west","2019-05-30 17:00:00",87.23,84.7,89.4,41.31
"MWoolf_west","2019-05-30 18:00:00",82.21,80.1,84.2,47.71
"MWoolf_west","2019-05-30 19:00:00",76.52,74.1,79.7,62.72
"MWoolf_west","2019-05-30 20:00:00",72.51,70.7,74.1,61.72
"MWoolf_west","2019-05-30 21:00:00",70.75,70.2,71.6,54.01
"MWoolf_west","2019-05-30 22:00:00",69.17,66.4,71.8,57.45
"MWoolf_west","2019-05-30 23:00:00",65.13,64.2,66,69.41
"MWoolf_west","2019-05-31 00:00:00",65.9,63.7,67.5,62.86
"MWoolf_west","2019-05-31 01:00:00",64.84,64,66.4,66.17
"MWoolf_west","2019-05-31 02:00:00",64.17,63.3,64.8,68.75
"MWoolf_west","2019-05-31 03:00:00",61.09,59,63.7,75.99
"MWoolf_west","2019-05-31 04:00:00",58.79,58.5,59.5,81.06
"MWoolf_west","2019-05-31 05:00:00",58.43,57.7,59.2,84.68
"MWoolf_west","2019-05-31 06:00:00",62.17,60.4,63.5,76.68
"MWoolf_west","2019-05-31 07:00:00",66.95,64.4,69.1,65.07
"MWoolf_west","2019-05-31 08:00:00",73.9,70.3,77.9,55.06
"MWoolf_west","2019-05-31 09:00:00",79.58,78.1,81.5,46.91
"MWoolf_west","2019-05-31 10:00:00",82.24,81.1,83.8,42.59
"MWoolf_west","2019-05-31 11:00:00",85.08,83.8,86.9,41.5
"MWoolf_west","2019-05-31 12:00:00",87.2,86,88,39.72
"MWoolf_west","2019-05-31 13:00:00",88.66,87.4,89.6,36.99
"MWoolf_west","2019-05-31 14:00:00",90.52,89.6,91.9,35.49
"MWoolf_west","2019-05-31 15:00:00",84.43,82.2,90.5,43.41
"MWoolf_west","2019-05-31 16:00:00",86.43,81.3,90.1,37.91
"MWoolf_west","2019-05-31 17:00:00",86.58,82.8,90.7,40.24
"MWoolf_west","2019-05-31 18:00:00",78.86,75.6,82.8,51.61
"MWoolf_west","2019-05-31 19:00:00",72.72,71.1,75.6,66.6
"MWoolf_west","2019-05-31 20:00:00",73.98,73,76.1,50.34
"MWoolf_west","2019-05-31 21:00:00",71.01,69.4,73.4,53.63
"MWoolf_west","2019-05-31 22:00:00",70.43,70,70.9,52.76
"MWoolf_west","2019-05-31 23:00:00",69.56,68.9,70.3,56.07
"MWoolf_west","2019-06-01 00:00:00",67.07,66.6,68.5,61.84
"MWoolf_west","2019-06-01 01:00:00",65.42,64.9,66.7,66.8
"MWoolf_west","2019-06-01 02:00:00",63.47,61.2,65.7,72.77
"MWoolf_west","2019-06-01 03:00:00",61.84,61.2,62.6,73.71
"MWoolf_west","2019-06-01 04:00:00",60.78,59.7,62.2,77.93
"MWoolf_west","2019-06-01 05:00:00",59.14,58.6,60.3,84.06
"MWoolf_west","2019-06-01 06:00:00",62.22,59.5,65.5,78.78
"MWoolf_west","2019-06-01 07:00:00",70.15,66.9,73.4,62.58
"MWoolf_west","2019-06-01 08:00:00",77.62,74.5,81,51.61
"MWoolf_west","2019-06-01 09:00:00",83.77,80.8,86.5,44.22
"MWoolf_west","2019-06-01 10:00:00",87.71,86.7,88.9,40.67
"MWoolf_west","2019-06-01 11:00:00",89.8,87.8,92.3,36.58
"MWoolf_west","2019-06-01 12:00:00",92.52,91.6,93,31.78
"MWoolf_west","2019-06-01 13:00:00",92.94,91.9,94.1,32.94
"MWoolf_west","2019-06-01 14:00:00",93.93,92.5,95.5,32.53
"MWoolf_west","2019-06-01 15:00:00",95.13,94.6,96.1,32.78
"MWoolf_west","2019-06-01 16:00:00",93.11,91.6,95.4,35.38
"MWoolf_west","2019-06-01 17:00:00",83.83,80.6,90.7,47.01
"MWoolf_west","2019-06-01 18:00:00",73.61,62.2,81,60.53
"MWoolf_west","2019-06-01 19:00:00",66.47,63.3,69.1,73.01
"MWoolf_west","2019-06-01 20:00:00",65.75,64.4,68.7,81.82
"MWoolf_west","2019-06-01 21:00:00",65.76,64.4,67.1,85.28
"MWoolf_west","2019-06-01 22:00:00",68.23,67.3,69.1,73.63
"MWoolf_west","2019-06-01 23:00:00",66.25,65.1,67.5,80.62
"MWoolf_west","2019-06-02 00:00:00",65.1,64.2,66,81.53
"MWoolf_west","2019-06-02 01:00:00",63.88,62.2,65.8,85.84
"MWoolf_west","2019-06-02 02:00:00",62.18,61.9,62.6,91.97
"MWoolf_west","2019-06-02 03:00:00",62.05,61.3,62.8,90.73
"MWoolf_west","2019-06-02 04:00:00",62.07,61.5,63,85.87
"MWoolf_west","2019-06-02 05:00:00",62,61.5,62.6,82.69
"MWoolf_west","2019-06-02 06:00:00",63.93,63.1,64.9,84.38
"MWoolf_west","2019-06-02 07:00:00",68.38,66,70.2,76.03
"MWoolf_west","2019-06-02 08:00:00",72.88,71.2,76.5,64.47
