"site","Date_time","degf_avg","degf_lo","degf_hi","rh_avg"
"UCKearney","2019-05-16 17:00:00",56.07,55.4,56.8,83.05
"UCKearney","2019-05-16 18:00:00",57.52,56.1,58.6,81.71
"UCKearney","2019-05-16 19:00:00",55.04,53.8,56.8,90.42
"UCKearney","2019-05-16 20:00:00",53.51,52.9,54.1,95.09
"UCKearney","2019-05-16 21:00:00",52.42,52,52.9,97.7
"UCKearney","2019-05-16 22:00:00",52.28,52,52.7,97.18
"UCKearney","2019-05-16 23:00:00",53.09,52.7,53.6,90.31
"UCKearney","2019-05-17 00:00:00",53.18,52.7,53.8,89.25
"UCKearney","2019-05-17 01:00:00",52.28,51.6,53.1,93.29
"UCKearney","2019-05-17 02:00:00",52.47,52.2,52.9,91.55
"UCKearney","2019-05-17 03:00:00",52.28,51.6,52.9,90.48
"UCKearney","2019-05-17 04:00:00",51,50.4,51.6,92.96
"UCKearney","2019-05-17 05:00:00",50.2,49.6,51.1,90.86
"UCKearney","2019-05-17 06:00:00",51.25,50,52.3,87.62
"UCKearney","2019-05-17 07:00:00",54,52.7,54.9,82.44
"UCKearney","2019-05-17 08:00:00",56.3,54.9,57.4,74.88
"UCKearney","2019-05-17 09:00:00",58.32,57.4,59.4,69.58
"UCKearney","2019-05-17 10:00:00",59.71,58.6,60.4,64.75
"UCKearney","2019-05-17 11:00:00",61.37,59.7,63.1,61.99
"UCKearney","2019-05-17 12:00:00",64.09,62.6,64.9,52.71
"UCKearney","2019-05-17 13:00:00",65.95,64.2,67.3,50.95
"UCKearney","2019-05-17 14:00:00",67.31,65.8,68.4,47.88
"UCKearney","2019-05-17 15:00:00",68.38,66.7,69.4,46.66
"UCKearney","2019-05-17 16:00:00",68.74,68,69.3,46.28
"UCKearney","2019-05-17 17:00:00",67.93,67.5,68.5,47.52
"UCKearney","2019-05-17 18:00:00",67.03,66,67.6,48.65
"UCKearney","2019-05-17 19:00:00",63.58,61.7,65.7,55.75
"UCKearney","2019-05-17 20:00:00",60.73,59.9,61.5,63.13
"UCKearney","2019-05-17 21:00:00",57.41,55.6,59.7,76.44
"UCKearney","2019-05-17 22:00:00",57,55.8,58.1,75.33
"UCKearney","2019-05-17 23:00:00",56.46,55,57.6,76.13
"UCKearney","2019-05-18 00:00:00",52.68,51.3,54.9,90.33
"UCKearney","2019-05-18 01:00:00",52.19,50.7,53.6,90.29
"UCKearney","2019-05-18 02:00:00",50.17,49.5,50.9,95.9
"UCKearney","2019-05-18 03:00:00",49.13,48.6,49.5,97.55
"UCKearney","2019-05-18 04:00:00",48.3,47.8,49.1,98.61
"UCKearney","2019-05-18 05:00:00",47.58,47.3,48,99.7
"UCKearney","2019-05-18 06:00:00",50.27,47.8,52.2,99.78
"UCKearney","2019-05-18 07:00:00",55.1,52.7,57.4,89.31
"UCKearney","2019-05-18 08:00:00",59.25,57.7,60.8,78.23
"UCKearney","2019-05-18 09:00:00",62.32,61,64,70.03
"UCKearney","2019-05-18 10:00:00",65.91,64.4,66.9,60.94
"UCKearney","2019-05-18 11:00:00",68.56,67.3,69.6,54.58
"UCKearney","2019-05-18 12:00:00",67.63,66.2,68.9,58.73
"UCKearney","2019-05-18 13:00:00",66.26,65.8,66.7,62.82
"UCKearney","2019-05-18 14:00:00",66.88,66.4,67.5,62.15
"UCKearney","2019-05-18 15:00:00",66.08,65.3,66.6,59.49
"UCKearney","2019-05-18 16:00:00",63.66,60.6,64.9,66.74
"UCKearney","2019-05-18 17:00:00",57.6,56.1,59.4,88.54
"UCKearney","2019-05-18 18:00:00",55.03,54.1,55.8,92.23
"UCKearney","2019-05-18 19:00:00",53.46,52.3,54.1,96.4
"UCKearney","2019-05-18 20:00:00",52.57,52.3,53.2,98.35
"UCKearney","2019-05-18 21:00:00",52.6,52.3,53.4,100.24
"UCKearney","2019-05-18 22:00:00",52.63,52.3,53.2,100.95
"UCKearney","2019-05-18 23:00:00",52.83,52.7,53.4,101.08
"UCKearney","2019-05-19 00:00:00",52.5,52.3,53.1,100.46
"UCKearney","2019-05-19 01:00:00",52.03,51.6,52.5,100.53
"UCKearney","2019-05-19 02:00:00",51.63,51.4,52.3,101.15
"UCKearney","2019-05-19 03:00:00",51.73,51.4,52.3,101.29
"UCKearney","2019-05-19 04:00:00",52,51.8,52.5,101.84
"UCKearney","2019-05-19 05:00:00",52.13,52,52.7,102.11
"UCKearney","2019-05-19 06:00:00",52.72,52.2,53.2,102.22
"UCKearney","2019-05-19 07:00:00",53.83,53.1,54.7,100.95
"UCKearney","2019-05-19 08:00:00",56.08,54.9,57,97.04
"UCKearney","2019-05-19 09:00:00",57.92,56.3,60.1,94.68
"UCKearney","2019-05-19 10:00:00",60.93,58.6,61.7,80.96
"UCKearney","2019-05-19 11:00:00",60.25,57.2,62.1,71.08
"UCKearney","2019-05-19 12:00:00",53.92,51.8,60.4,87.34
"UCKearney","2019-05-19 13:00:00",56.86,53.6,60.4,83.48
"UCKearney","2019-05-19 14:00:00",62.2,61.2,64.2,69.82
"UCKearney","2019-05-19 15:00:00",64.91,61.5,66.6,57.88
"UCKearney","2019-05-19 16:00:00",63.03,61.3,65.8,59.44
"UCKearney","2019-05-19 17:00:00",60.73,60.3,61.3,63.17
"UCKearney","2019-05-19 18:00:00",58.1,55.4,61.5,72.25
"UCKearney","2019-05-19 19:00:00",53.93,52.3,55,88.24
"UCKearney","2019-05-19 20:00:00",53,52.5,53.4,92.1
"UCKearney","2019-05-19 21:00:00",53.87,53.4,54.5,88.75
"UCKearney","2019-05-19 22:00:00",53.38,52.2,54.1,92.38
"UCKearney","2019-05-19 23:00:00",52.15,51.6,52.7,96.13
"UCKearney","2019-05-20 00:00:00",52.35,52,52.9,92.84
"UCKearney","2019-05-20 01:00:00",51.72,51.4,52.7,90.86
"UCKearney","2019-05-20 02:00:00",51.25,50.9,51.8,92.69
"UCKearney","2019-05-20 03:00:00",49.14,48,50.5,97.16
"UCKearney","2019-05-20 04:00:00",47.78,47.1,48.6,99.46
"UCKearney","2019-05-20 05:00:00",46.94,46.6,47.5,100.47
"UCKearney","2019-05-20 06:00:00",48.46,47.7,49.6,99.46
"UCKearney","2019-05-20 07:00:00",52.13,50.2,53.4,89.68
"UCKearney","2019-05-20 08:00:00",54.97,53.8,56.1,79.75
"UCKearney","2019-05-20 09:00:00",57.33,55.8,59.2,71.93
"UCKearney","2019-05-20 10:00:00",59.62,58.3,61,66.45
"UCKearney","2019-05-20 11:00:00",61.25,59.9,62.1,63.28
"UCKearney","2019-05-20 12:00:00",63.41,62.1,65.3,57.29
"UCKearney","2019-05-20 13:00:00",65.44,64.2,66.7,53.03
"UCKearney","2019-05-20 14:00:00",67.21,66.4,68.2,51.2
"UCKearney","2019-05-20 15:00:00",67.91,66.7,68.5,50.98
"UCKearney","2019-05-20 16:00:00",68.46,67.5,69.6,48.57
"UCKearney","2019-05-20 17:00:00",67.88,67.1,68.9,49.45
"UCKearney","2019-05-20 18:00:00",66.9,65.8,68.2,52.82
"UCKearney","2019-05-20 19:00:00",62.76,60.4,65.7,64.41
"UCKearney","2019-05-20 20:00:00",58.45,55.9,60.3,78.86
"UCKearney","2019-05-20 21:00:00",55.7,55.4,56.1,87.7
"UCKearney","2019-05-20 22:00:00",55.55,54.3,56.5,85.88
"UCKearney","2019-05-20 23:00:00",55.63,54.3,56.5,83.04
"UCKearney","2019-05-21 00:00:00",53.5,52.3,54.1,87.13
"UCKearney","2019-05-21 01:00:00",51.45,50,52.7,91.9
"UCKearney","2019-05-21 02:00:00",49.7,49.1,50.2,96.03
"UCKearney","2019-05-21 03:00:00",50.53,49.3,51.6,93.88
"UCKearney","2019-05-21 04:00:00",51.6,51.1,52.2,91.03
"UCKearney","2019-05-21 05:00:00",51.5,50.7,52,90.58
"UCKearney","2019-05-21 06:00:00",52.73,50.9,54.3,89.15
"UCKearney","2019-05-21 07:00:00",55.36,54.1,56.3,80.33
"UCKearney","2019-05-21 08:00:00",56.88,55.4,57.9,77.72
"UCKearney","2019-05-21 09:00:00",56.02,54.9,57.6,85.42
"UCKearney","2019-05-21 10:00:00",59.38,57.2,61,71.99
"UCKearney","2019-05-21 11:00:00",62.03,61.2,62.6,63.3
"UCKearney","2019-05-21 12:00:00",63.63,62.6,64.9,56.17
"UCKearney","2019-05-21 13:00:00",64.69,63.3,66,55.42
"UCKearney","2019-05-21 14:00:00",63.53,59,66.7,61.5
"UCKearney","2019-05-21 15:00:00",61.73,59,65.7,66.52
"UCKearney","2019-05-21 16:00:00",62.05,61,64.8,57.72
"UCKearney","2019-05-21 17:00:00",60.85,56.3,62.4,62.69
"UCKearney","2019-05-21 18:00:00",55.15,54.7,55.9,85.06
"UCKearney","2019-05-21 19:00:00",54.54,54.1,54.7,87.21
"UCKearney","2019-05-21 20:00:00",53.8,53.2,54.3,91.93
"UCKearney","2019-05-21 21:00:00",53.46,53.1,54.3,90.4
"UCKearney","2019-05-21 22:00:00",53.52,52.9,54.5,90.14
"UCKearney","2019-05-21 23:00:00",53.26,52.9,54,89.4
"UCKearney","2019-05-22 00:00:00",52.83,52.3,53.4,92.77
"UCKearney","2019-05-22 01:00:00",51.98,51.8,52.5,97.45
"UCKearney","2019-05-22 02:00:00",51.77,51.6,52.3,98.32
"UCKearney","2019-05-22 03:00:00",52.26,51.8,52.9,97.72
"UCKearney","2019-05-22 04:00:00",51.58,51.1,52,98.73
"UCKearney","2019-05-22 05:00:00",51.32,50.7,52,99.05
"UCKearney","2019-05-22 06:00:00",51.35,50.7,52,97.13
"UCKearney","2019-05-22 07:00:00",52.9,52.2,54,92.88
"UCKearney","2019-05-22 08:00:00",55.17,54,56.5,86.28
"UCKearney","2019-05-22 09:00:00",56.59,55.4,59,81.98
"UCKearney","2019-05-22 10:00:00",57.94,56.8,58.8,74.86
"UCKearney","2019-05-22 11:00:00",59.16,57.7,60.1,72.32
"UCKearney","2019-05-22 12:00:00",60.63,59.2,62.1,67.89
"UCKearney","2019-05-22 13:00:00",64.04,61.3,65.5,60.6
"UCKearney","2019-05-22 14:00:00",65.64,64.4,66.6,55.04
"UCKearney","2019-05-22 15:00:00",67.08,64.9,68.9,51.48
"UCKearney","2019-05-22 16:00:00",66.77,65.7,68,52.15
"UCKearney","2019-05-22 17:00:00",66.09,65.1,67.3,55.73
"UCKearney","2019-05-22 18:00:00",63.62,61.7,65.5,68.43
"UCKearney","2019-05-22 19:00:00",60.79,59.9,61.5,77.21
"UCKearney","2019-05-22 20:00:00",58.86,58.3,59.7,81.21
"UCKearney","2019-05-22 21:00:00",57.88,57.6,58.3,82.66
"UCKearney","2019-05-22 22:00:00",57.6,57.2,58.3,85.83
"UCKearney","2019-05-22 23:00:00",57.62,57.4,58.3,86.09
"UCKearney","2019-05-23 00:00:00",57.63,57.2,58.3,83.84
"UCKearney","2019-05-23 01:00:00",56.49,55.8,57,88.04
"UCKearney","2019-05-23 02:00:00",55.38,55.2,55.8,91.18
"UCKearney","2019-05-23 03:00:00",55.26,55,55.9,93.04
"UCKearney","2019-05-23 04:00:00",55.13,54.7,55.8,93.66
"UCKearney","2019-05-23 05:00:00",55.05,54.7,55.6,95.88
"UCKearney","2019-05-23 06:00:00",56.74,55.4,58.3,94.33
"UCKearney","2019-05-23 07:00:00",60.14,58.6,61.2,81.76
"UCKearney","2019-05-23 08:00:00",62.39,60.8,63.5,77.17
"UCKearney","2019-05-23 09:00:00",63.79,62.6,65.1,75.97
"UCKearney","2019-05-23 10:00:00",65.49,64.2,66.2,72.92
"UCKearney","2019-05-23 11:00:00",65.71,64.8,66.7,70.07
"UCKearney","2019-05-23 12:00:00",69.08,66.9,72,66.48
"UCKearney","2019-05-23 13:00:00",73.72,72,75.4,58.63
"UCKearney","2019-05-23 14:00:00",75.52,73.2,77.2,56.19
"UCKearney","2019-05-23 15:00:00",76.33,74.5,77.7,53.97
"UCKearney","2019-05-23 16:00:00",73.54,71.6,76.3,56.54
"UCKearney","2019-05-23 17:00:00",70.63,64.4,75.7,60.63
"UCKearney","2019-05-23 18:00:00",62.3,60.4,63.9,82.21
"UCKearney","2019-05-23 19:00:00",60.45,60.3,61,91.85
"UCKearney","2019-05-23 20:00:00",60.1,59.4,60.6,94.85
"UCKearney","2019-05-23 21:00:00",59.18,58.6,59.7,96.63
"UCKearney","2019-05-23 22:00:00",57.94,57,58.6,98.09
"UCKearney","2019-05-23 23:00:00",56.86,56.7,57.4,99.38
"UCKearney","2019-05-24 00:00:00",55.95,55.6,56.5,99.93
"UCKearney","2019-05-24 01:00:00",55.2,54.9,55.8,100.58
"UCKearney","2019-05-24 02:00:00",54.17,53.2,54.7,100.03
"UCKearney","2019-05-24 03:00:00",53.3,53.1,54,100.83
"UCKearney","2019-05-24 04:00:00",53.88,53.1,54.5,101.29
"UCKearney","2019-05-24 05:00:00",55.26,54.7,55.9,100.74
"UCKearney","2019-05-24 06:00:00",56.27,55.4,57,99.18
"UCKearney","2019-05-24 07:00:00",58.03,56.8,59.7,91.58
"UCKearney","2019-05-24 08:00:00",61.56,60.1,62.8,84.59
"UCKearney","2019-05-24 09:00:00",64.23,62.6,65.8,78.24
"UCKearney","2019-05-24 10:00:00",67.41,65.8,68.7,70.69
"UCKearney","2019-05-24 11:00:00",69.95,68.2,73,62.81
"UCKearney","2019-05-24 12:00:00",72.56,72,73.4,54.81
"UCKearney","2019-05-24 13:00:00",74.01,72,75.4,51.8
"UCKearney","2019-05-24 14:00:00",76.17,73.8,77.9,47.06
"UCKearney","2019-05-24 15:00:00",77.77,76.5,79,45.82
"UCKearney","2019-05-24 16:00:00",78.97,77.7,80.2,44.45
"UCKearney","2019-05-24 17:00:00",77.16,75.9,78.4,46.03
"UCKearney","2019-05-24 18:00:00",75.5,73.4,76.8,50.7
"UCKearney","2019-05-24 19:00:00",70.88,68.4,73.4,60.84
"UCKearney","2019-05-24 20:00:00",66.88,66,68.2,70.09
"UCKearney","2019-05-24 21:00:00",65.57,63.5,66.7,73.25
"UCKearney","2019-05-24 22:00:00",61.38,60.3,62.8,87.96
"UCKearney","2019-05-24 23:00:00",59.58,58.8,60.1,94.43
"UCKearney","2019-05-25 00:00:00",58.48,57.9,59,96.05
"UCKearney","2019-05-25 01:00:00",57.62,57,58.1,96.5
"UCKearney","2019-05-25 02:00:00",56.48,55.9,57,98.2
"UCKearney","2019-05-25 03:00:00",56.03,55.6,56.5,98.83
"UCKearney","2019-05-25 04:00:00",55.48,54.9,56.1,99.33
"UCKearney","2019-05-25 05:00:00",54.53,54.3,55,99.27
"UCKearney","2019-05-25 06:00:00",56.69,55,58.5,98.42
"UCKearney","2019-05-25 07:00:00",61.48,58.8,64,89.73
"UCKearney","2019-05-25 08:00:00",66.84,64.4,68.9,75.79
"UCKearney","2019-05-25 09:00:00",71.09,69.3,72.9,68.38
"UCKearney","2019-05-25 10:00:00",74.75,73.2,76.1,58.28
"UCKearney","2019-05-25 11:00:00",77.68,75.9,79.2,49.74
"UCKearney","2019-05-25 12:00:00",80.3,78.1,81.7,45.39
"UCKearney","2019-05-25 13:00:00",79.51,77.9,81.3,47.62
"UCKearney","2019-05-25 14:00:00",82.79,80.8,86,40.58
"UCKearney","2019-05-25 15:00:00",86.7,85.6,87.6,37.37
"UCKearney","2019-05-25 16:00:00",87.32,85.3,89.6,33.27
"UCKearney","2019-05-25 17:00:00",82.07,80.8,84,28.91
"UCKearney","2019-05-25 18:00:00",80.71,77.7,82,35.42
"UCKearney","2019-05-25 19:00:00",72.94,70.2,76.6,41.53
"UCKearney","2019-05-25 20:00:00",66.91,64.4,70,49.42
"UCKearney","2019-05-25 21:00:00",62.14,59.9,64.6,59.34
"UCKearney","2019-05-25 22:00:00",58.6,57.4,59.5,66.38
"UCKearney","2019-05-25 23:00:00",56.96,56.3,57.6,70.03
"UCKearney","2019-05-26 00:00:00",55.57,54.9,56.3,73.98
"UCKearney","2019-05-26 01:00:00",54.25,53.8,54.7,77.63
"UCKearney","2019-05-26 02:00:00",53.85,53.4,54.5,77.98
"UCKearney","2019-05-26 03:00:00",53.23,52.7,53.8,78.16
"UCKearney","2019-05-26 04:00:00",52.67,52.5,53.2,79.38
"UCKearney","2019-05-26 05:00:00",52.53,52.3,53.2,79.73
"UCKearney","2019-05-26 06:00:00",53.15,52.7,53.8,79.58
"UCKearney","2019-05-26 07:00:00",54.68,53.8,55.8,76.53
"UCKearney","2019-05-26 08:00:00",54.37,54.1,54.7,83.07
"UCKearney","2019-05-26 09:00:00",54.6,54,55.6,88.78
"UCKearney","2019-05-26 10:00:00",56.28,55.2,57.6,84.31
"UCKearney","2019-05-26 11:00:00",59.5,58.3,60.4,75.49
"UCKearney","2019-05-26 12:00:00",61.98,60.3,63.5,72.1
"UCKearney","2019-05-26 13:00:00",57.8,53.4,60.4,78.29
"UCKearney","2019-05-26 14:00:00",51.87,50.7,53.1,97.02
"UCKearney","2019-05-26 15:00:00",50.13,49.5,50.7,97.9
"UCKearney","2019-05-26 16:00:00",49.57,49.1,50.2,97.59
"UCKearney","2019-05-26 17:00:00",51.39,50.5,52.3,96.05
"UCKearney","2019-05-26 18:00:00",57.25,53.6,59.4,83.63
"UCKearney","2019-05-26 19:00:00",52.93,50.4,57.6,90.34
"UCKearney","2019-05-26 20:00:00",50.13,49.3,50.7,97.05
"UCKearney","2019-05-26 21:00:00",49.09,48.6,49.8,98.92
"UCKearney","2019-05-26 22:00:00",47.82,47.3,48.4,100.67
"UCKearney","2019-05-26 23:00:00",47.74,47.5,48,101.53
"UCKearney","2019-05-27 00:00:00",47.66,47.3,48.2,102.05
"UCKearney","2019-05-27 01:00:00",46.49,46,47.1,102.41
"UCKearney","2019-05-27 02:00:00",45.74,45.1,46.2,102.63
"UCKearney","2019-05-27 03:00:00",45.26,44.8,45.9,102.97
"UCKearney","2019-05-27 04:00:00",44.4,44.1,45,103.14
"UCKearney","2019-05-27 05:00:00",44.3,43.7,45,103.51
"UCKearney","2019-05-27 06:00:00",46.45,45,48.6,103.69
"UCKearney","2019-05-27 07:00:00",50.9,48.9,52,98.68
"UCKearney","2019-05-27 08:00:00",53.51,52.2,54.7,89.74
"UCKearney","2019-05-27 09:00:00",56.39,54.5,57.4,80.19
"UCKearney","2019-05-27 10:00:00",58.26,57.4,59.4,72.06
"UCKearney","2019-05-27 11:00:00",60.71,59.5,62.1,66.23
"UCKearney","2019-05-27 12:00:00",61.01,60.4,61.5,61.62
"UCKearney","2019-05-27 13:00:00",63,61.5,64.4,58.73
"UCKearney","2019-05-27 14:00:00",64.17,63.9,64.4,58.76
"UCKearney","2019-05-27 15:00:00",63.72,63,64.4,62.73
"UCKearney","2019-05-27 16:00:00",62.77,62.4,63.1,66.09
"UCKearney","2019-05-27 17:00:00",62.01,61.5,62.6,69.91
"UCKearney","2019-05-27 18:00:00",60.9,59.9,61.5,73.59
"UCKearney","2019-05-27 19:00:00",59.2,58.6,59.7,83.56
"UCKearney","2019-05-27 20:00:00",57.91,56.8,58.8,88.1
"UCKearney","2019-05-27 21:00:00",55.47,54.3,56.5,94.98
"UCKearney","2019-05-27 22:00:00",55.08,54.1,56.1,95.42
"UCKearney","2019-05-27 23:00:00",55.73,55.6,56.1,95.39
"UCKearney","2019-05-28 00:00:00",55.78,55.6,56.3,96.06
"UCKearney","2019-05-28 01:00:00",55.75,55.6,56.3,95.73
"UCKearney","2019-05-28 02:00:00",55.72,55.4,56.3,96.62
"UCKearney","2019-05-28 03:00:00",55.88,55.8,56.3,95.43
"UCKearney","2019-05-28 04:00:00",55.9,55.6,56.5,94.89
"UCKearney","2019-05-28 05:00:00",56.13,55.8,56.7,96.07
"UCKearney","2019-05-28 06:00:00",56.87,56.5,57.4,94.68
"UCKearney","2019-05-28 07:00:00",57.95,57.2,58.6,91.15
"UCKearney","2019-05-28 08:00:00",57.84,57.4,58.6,89.79
"UCKearney","2019-05-28 09:00:00",58.31,57.4,59.4,88.03
"UCKearney","2019-05-28 10:00:00",61.03,59.5,61.9,80.23
"UCKearney","2019-05-28 11:00:00",63.36,62.2,64.2,73.67
"UCKearney","2019-05-28 12:00:00",65.06,64,66,69.53
"UCKearney","2019-05-28 13:00:00",67.71,66.2,69.1,64.65
"UCKearney","2019-05-28 14:00:00",69.64,68.9,70.3,58.06
"UCKearney","2019-05-28 15:00:00",70.44,68.9,71.4,56.81
"UCKearney","2019-05-28 16:00:00",71.61,69.8,74.1,55.08
"UCKearney","2019-05-28 17:00:00",73.24,71.6,75.2,51.96
"UCKearney","2019-05-28 18:00:00",75.1,72.5,77.4,52.33
"UCKearney","2019-05-28 19:00:00",67.72,64.4,73,68.1
"UCKearney","2019-05-28 20:00:00",62.47,60.4,64.2,83.54
"UCKearney","2019-05-28 21:00:00",59.69,59,60.3,92.68
"UCKearney","2019-05-28 22:00:00",59.28,58.6,60.1,94.28
"UCKearney","2019-05-28 23:00:00",60.89,60.3,61.5,89.3
"UCKearney","2019-05-29 00:00:00",61.12,60.6,61.9,90.94
"UCKearney","2019-05-29 01:00:00",60.06,59.2,60.6,94.1
"UCKearney","2019-05-29 02:00:00",59.15,58.8,59.7,95.58
"UCKearney","2019-05-29 03:00:00",58.05,57.4,58.6,97.66
"UCKearney","2019-05-29 04:00:00",57.16,56.7,57.7,98.45
"UCKearney","2019-05-29 05:00:00",56.58,56.3,57,99.02
"UCKearney","2019-05-29 06:00:00",58.29,56.8,60.1,98.87
"UCKearney","2019-05-29 07:00:00",63.02,60.6,64.9,85.31
"UCKearney","2019-05-29 08:00:00",67.13,65.5,68.7,75.21
"UCKearney","2019-05-29 09:00:00",69.94,69.1,70.9,66.13
"UCKearney","2019-05-29 10:00:00",71.99,71.1,72.7,60.27
"UCKearney","2019-05-29 11:00:00",74.31,72.9,75.6,56.57
"UCKearney","2019-05-29 12:00:00",76.58,75.4,78.4,52.89
"UCKearney","2019-05-29 13:00:00",80.02,79.2,81.7,50.78
"UCKearney","2019-05-29 14:00:00",82.4,80.4,84.2,46.41
"UCKearney","2019-05-29 15:00:00",84.78,83.3,85.8,42.88
"UCKearney","2019-05-29 16:00:00",86.23,84.4,87.8,41.54
"UCKearney","2019-05-29 17:00:00",83.28,82.2,85.6,43.52
"UCKearney","2019-05-29 18:00:00",81.73,79.7,83.1,48.63
"UCKearney","2019-05-29 19:00:00",76.06,73.8,79.2,62.08
"UCKearney","2019-05-29 20:00:00",71.38,70.2,73,71.96
"UCKearney","2019-05-29 21:00:00",68.09,65.7,70,81.28
"UCKearney","2019-05-29 22:00:00",65.14,64.6,65.7,90.43
"UCKearney","2019-05-29 23:00:00",64.06,63.1,64.8,92.3
"UCKearney","2019-05-30 00:00:00",62.41,61.9,63,95.81
"UCKearney","2019-05-30 01:00:00",61.41,60.8,62.1,96.87
"UCKearney","2019-05-30 02:00:00",60.63,60.1,61.2,98.03
"UCKearney","2019-05-30 03:00:00",59.65,59.2,60.1,98.64
"UCKearney","2019-05-30 04:00:00",58.77,58.3,59.4,99.23
"UCKearney","2019-05-30 05:00:00",58.13,57.9,58.6,98.9
"UCKearney","2019-05-30 06:00:00",59.46,58.3,60.8,98.38
"UCKearney","2019-05-30 07:00:00",64.15,61.2,66.7,89.86
"UCKearney","2019-05-30 08:00:00",69.74,67.1,71.8,76.23
"UCKearney","2019-05-30 09:00:00",74.13,72.1,75.7,67.4
"UCKearney","2019-05-30 10:00:00",77.2,75.9,78.6,63.04
"UCKearney","2019-05-30 11:00:00",80.36,78.8,82,55.71
"UCKearney","2019-05-30 12:00:00",83.36,82.2,84.4,47.82
"UCKearney","2019-05-30 13:00:00",85.68,84.7,87.1,40.98
"UCKearney","2019-05-30 14:00:00",88.98,86.7,90.9,36.53
"UCKearney","2019-05-30 15:00:00",90.62,88.7,92.5,33.44
"UCKearney","2019-05-30 16:00:00",90,88.7,91.6,31.8
"UCKearney","2019-05-30 17:00:00",87.83,86.4,90.1,34.15
"UCKearney","2019-05-30 18:00:00",84.56,80.8,86.7,38.44
"UCKearney","2019-05-30 19:00:00",79.05,78.4,80.1,46.57
"UCKearney","2019-05-30 20:00:00",77.81,77.2,78.4,48.42
"UCKearney","2019-05-30 21:00:00",75.98,74.3,77.4,44.46
"UCKearney","2019-05-30 22:00:00",71.77,69.8,73.8,56.68
"UCKearney","2019-05-30 23:00:00",68.51,66.9,69.6,70.18
"UCKearney","2019-05-31 00:00:00",66.43,65.3,67.3,77.18
"UCKearney","2019-05-31 01:00:00",64.51,63.5,65.8,81.17
"UCKearney","2019-05-31 02:00:00",62.19,61.3,63.9,85
"UCKearney","2019-05-31 03:00:00",61.22,60.4,62.2,87.4
"UCKearney","2019-05-31 04:00:00",61.08,60.3,61.9,87.45
"UCKearney","2019-05-31 05:00:00",60.35,60.1,60.8,90.2
"UCKearney","2019-05-31 06:00:00",61.45,60.6,63,88
"UCKearney","2019-05-31 07:00:00",63.5,62.4,64.4,81.48
"UCKearney","2019-05-31 08:00:00",65,64.4,65.8,79.59
"UCKearney","2019-05-31 09:00:00",68.39,66,71.2,75.08
"UCKearney","2019-05-31 10:00:00",73.48,71.8,74.7,67.4
"UCKearney","2019-05-31 11:00:00",77.09,75,78.8,60.84
"UCKearney","2019-05-31 12:00:00",80.79,79,82.4,55.01
"UCKearney","2019-05-31 13:00:00",83.13,82.6,83.8,49.17
"UCKearney","2019-05-31 14:00:00",85.37,84.4,86.2,44.18
"UCKearney","2019-05-31 15:00:00",86.43,85.8,87.6,40.8
"UCKearney","2019-05-31 16:00:00",87.94,87.1,88.7,38.68
"UCKearney","2019-05-31 17:00:00",86.76,86,87.8,36.25
"UCKearney","2019-05-31 18:00:00",85.1,83.8,86.2,35.48
"UCKearney","2019-05-31 19:00:00",76.31,72.1,83.5,46.11
"UCKearney","2019-05-31 20:00:00",70.25,68.5,72.3,56.13
"UCKearney","2019-05-31 21:00:00",68.68,67.1,70.5,56.13
"UCKearney","2019-05-31 22:00:00",69.51,67.8,71.4,52.03
"UCKearney","2019-05-31 23:00:00",67.32,64.9,68.9,59.99
"UCKearney","2019-06-01 00:00:00",63.34,62.8,64.8,71.55
"UCKearney","2019-06-01 01:00:00",61.97,61.3,63.3,76.77
"UCKearney","2019-06-01 02:00:00",60.57,60.1,61.3,81.75
"UCKearney","2019-06-01 03:00:00",58.74,57.7,60.3,89.53
"UCKearney","2019-06-01 04:00:00",57.18,56.7,58.1,94.49
"UCKearney","2019-06-01 05:00:00",57.03,56.5,57.4,95.22
"UCKearney","2019-06-01 06:00:00",59.53,57.9,61.7,93.66
"UCKearney","2019-06-01 07:00:00",65.93,63,69.3,79.1
"UCKearney","2019-06-01 08:00:00",72.47,70.5,74.3,63.19
"UCKearney","2019-06-01 09:00:00",76.33,75.2,77.9,58.32
"UCKearney","2019-06-01 10:00:00",79.87,78.8,81.1,51.22
"UCKearney","2019-06-01 11:00:00",82.99,82,83.7,46.95
"UCKearney","2019-06-01 12:00:00",85.83,84.4,86.7,38.65
"UCKearney","2019-06-01 13:00:00",89.07,87.1,91,33.04
"UCKearney","2019-06-01 14:00:00",91.93,88.5,93.2,33.48
"UCKearney","2019-06-01 15:00:00",86.4,84.7,88,41.81
"UCKearney","2019-06-01 16:00:00",89.12,85.8,91.6,37.97
"UCKearney","2019-06-01 17:00:00",89.27,86,91.2,36.36
"UCKearney","2019-06-01 18:00:00",85.81,81.9,87.6,40.8
"UCKearney","2019-06-01 19:00:00",76.34,73.9,81.3,56.61
"UCKearney","2019-06-01 20:00:00",74.28,72.9,75.4,59.39
"UCKearney","2019-06-01 21:00:00",73.72,72.3,75.2,57.43
"UCKearney","2019-06-01 22:00:00",69.54,67.3,72.7,71.88
"UCKearney","2019-06-01 23:00:00",67.32,66.7,68,77.74
"UCKearney","2019-06-02 00:00:00",65.77,64.8,67.3,81.34
"UCKearney","2019-06-02 01:00:00",63.8,62.8,65.3,85.5
